Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn,Age Range,Purchase Count,Customer Type
6717,1/17/22 16:34,Clothing,70,2,3674,Credit Card,56,0.0,Gary Jones,56,Female,1,55-64,5,Bronze
6717,7/18/20 14:48,Clothing,419,1,539,Credit Card,56,1.0,Gary Jones,56,Female,1,55-64,5,Bronze
6717,8/27/23 10:39,Books,178,2,3526,Credit Card,56,1.0,Gary Jones,56,Female,1,55-64,5,Bronze
6717,3/9/21 2:35,Clothing,102,4,1636,Credit Card,56,0.0,Gary Jones,56,Female,1,55-64,5,Bronze
6717,12/14/22 8:57,Books,57,3,678,Crypto,56,1.0,Gary Jones,56,Female,1,55-64,5,Bronze
9575,4/23/21 10:11,Home,332,1,3644,Cash,44,1.0,Christopher Jackson,44,Male,1,35-44,10,Platinum
9575,1/20/20 6:16,Clothing,236,2,4058,PayPal,44,0.0,Christopher Jackson,44,Male,1,35-44,10,Platinum
9575,9/13/22 13:56,Home,482,3,3921,Credit Card,44,0.0,Christopher Jackson,44,Male,1,35-44,10,Platinum
9575,7/15/21 6:40,Books,235,2,832,Crypto,44,1.0,Christopher Jackson,44,Male,1,35-44,10,Platinum
9575,6/18/22 6:58,Clothing,16,1,2644,PayPal,44,1.0,Christopher Jackson,44,Male,1,35-44,10,Platinum
9575,1/7/20 6:39,Books,261,2,403,PayPal,44,0.0,Christopher Jackson,44,Male,1,35-44,10,Platinum
9575,12/6/20 3:21,Home,263,4,1742,Credit Card,44,0.0,Christopher Jackson,44,Male,1,35-44,10,Platinum
9575,8/17/20 8:09,Clothing,134,3,3717,PayPal,44,0.0,Christopher Jackson,44,Male,1,35-44,10,Platinum
9575,10/11/20 19:21,Electronics,263,2,2605,Credit Card,44,1.0,Christopher Jackson,44,Male,1,35-44,10,Platinum
9575,6/13/21 14:21,Home,95,2,4082,PayPal,44,,Christopher Jackson,44,Male,1,35-44,10,Platinum
5684,3/16/20 22:50,Clothing,380,1,5322,Cash,68,,Julian Austin,68,Male,1,65 and above,7,Bronze
5684,12/22/20 22:24,Clothing,172,4,362,PayPal,68,0.0,Julian Austin,68,Male,1,65 and above,7,Bronze
5684,5/21/22 14:03,Books,146,2,433,Crypto,68,1.0,Julian Austin,68,Male,1,65 and above,7,Bronze
5684,7/3/23 7:36,Books,450,2,2397,PayPal,68,,Julian Austin,68,Male,1,65 and above,7,Bronze
5684,10/7/21 7:19,Books,148,5,1326,Credit Card,68,1.0,Julian Austin,68,Male,1,65 and above,7,Bronze
5684,7/19/23 3:18,Books,24,3,2301,Credit Card,68,0.0,Julian Austin,68,Male,1,65 and above,7,Bronze
5684,3/26/22 9:08,Clothing,425,5,4550,Credit Card,68,1.0,Julian Austin,68,Male,1,65 and above,7,Bronze
48873,9/2/20 8:26,Home,304,4,2015,Cash,49,0.0,Frances Doyle,49,Female,1,45-54,3,Bronze
48873,8/27/21 15:21,Home,358,4,1835,Cash,49,1.0,Frances Doyle,49,Female,1,45-54,3,Bronze
48873,10/25/20 4:10,Electronics,354,1,1278,Cash,49,0.0,Frances Doyle,49,Female,1,45-54,3,Bronze
38623,9/2/22 2:43,Clothing,377,1,3141,PayPal,19,0.0,Larry Burns,19,Female,0,18-24,5,Bronze
38623,3/4/22 2:58,Books,340,3,3309,Credit Card,19,0.0,Larry Burns,19,Female,0,18-24,5,Bronze
38623,10/26/21 6:19,Books,82,4,2943,Cash,19,1.0,Larry Burns,19,Female,0,18-24,5,Bronze
38623,9/26/21 22:48,Electronics,94,4,233,Cash,19,0.0,Larry Burns,19,Female,0,18-24,5,Bronze
38623,10/23/21 9:44,Clothing,412,4,1039,Cash,19,1.0,Larry Burns,19,Female,0,18-24,5,Bronze
8370,5/6/21 12:47,Electronics,82,5,2085,Cash,42,1.0,Raymond Mejia,42,Male,0,35-44,5,Bronze
8370,1/12/21 8:54,Clothing,343,5,369,Credit Card,42,,Raymond Mejia,42,Male,0,35-44,5,Bronze
8370,3/19/22 0:57,Books,156,2,586,Credit Card,42,1.0,Raymond Mejia,42,Male,0,35-44,5,Bronze
8370,6/23/21 8:05,Home,393,2,1683,Cash,42,0.0,Raymond Mejia,42,Male,0,35-44,5,Bronze
8370,1/7/23 17:24,Books,282,5,4348,Credit Card,42,1.0,Raymond Mejia,42,Male,0,35-44,5,Bronze
41085,8/16/23 14:17,Books,328,4,4305,Cash,66,,Ralph Mclean,66,Female,0,65 and above,5,Bronze
41085,5/1/23 3:02,Books,182,5,2895,Credit Card,66,0.0,Ralph Mclean,66,Female,0,65 and above,5,Bronze
41085,4/20/23 21:19,Books,377,4,3226,Credit Card,66,1.0,Ralph Mclean,66,Female,0,65 and above,5,Bronze
41085,4/24/23 23:40,Home,261,3,1705,Crypto,66,1.0,Ralph Mclean,66,Female,0,65 and above,5,Bronze
41085,7/5/20 12:11,Clothing,395,3,4625,PayPal,66,,Ralph Mclean,66,Female,0,65 and above,5,Bronze
30759,2/4/20 2:32,Home,380,5,4513,Cash,36,0.0,April Marshall DDS,36,Female,1,35-44,5,Bronze
30759,5/9/20 1:30,Clothing,445,4,5097,Credit Card,36,1.0,April Marshall DDS,36,Female,1,35-44,5,Bronze
30759,4/25/22 14:12,Home,125,3,2458,Crypto,36,,April Marshall DDS,36,Female,1,35-44,5,Bronze
30759,11/24/21 23:41,Electronics,500,5,4498,PayPal,36,1.0,April Marshall DDS,36,Female,1,35-44,5,Bronze
30759,3/16/22 12:07,Home,88,1,4784,Credit Card,36,0.0,April Marshall DDS,36,Female,1,35-44,5,Bronze
18314,2/12/21 22:57,Clothing,205,3,4415,Cash,45,1.0,Lauren Stevens,45,Female,0,45-54,8,Silver
18314,2/7/20 21:36,Books,241,4,4109,Crypto,45,,Lauren Stevens,45,Female,0,45-54,8,Silver
18314,7/5/22 3:04,Clothing,389,5,708,PayPal,45,1.0,Lauren Stevens,45,Female,0,45-54,8,Silver
18314,4/21/21 6:26,Electronics,273,2,1627,PayPal,45,0.0,Lauren Stevens,45,Female,0,45-54,8,Silver
18314,11/15/22 9:58,Clothing,461,1,338,PayPal,45,0.0,Lauren Stevens,45,Female,0,45-54,8,Silver
18314,1/5/20 1:18,Electronics,26,2,659,PayPal,45,1.0,Lauren Stevens,45,Female,0,45-54,8,Silver
18314,6/15/23 15:08,Clothing,384,1,3066,Crypto,45,0.0,Lauren Stevens,45,Female,0,45-54,8,Silver
18314,7/15/21 10:12,Home,258,4,1910,Credit Card,45,0.0,Lauren Stevens,45,Female,0,45-54,8,Silver
11509,5/20/22 20:13,Books,254,3,2887,Credit Card,52,0.0,Michael Lindsey,52,Male,0,45-54,7,Bronze
11509,8/25/21 3:08,Books,228,5,4091,PayPal,52,0.0,Michael Lindsey,52,Male,0,45-54,7,Bronze
11509,8/23/22 21:57,Electronics,52,5,3091,Cash,52,1.0,Michael Lindsey,52,Male,0,45-54,7,Bronze
11509,1/13/22 10:38,Books,470,1,4209,PayPal,52,,Michael Lindsey,52,Male,0,45-54,7,Bronze
11509,2/24/22 22:32,Electronics,436,3,4915,Credit Card,52,1.0,Michael Lindsey,52,Male,0,45-54,7,Bronze
11509,2/17/22 4:30,Clothing,304,2,4851,PayPal,52,1.0,Michael Lindsey,52,Male,0,45-54,7,Bronze
11509,7/1/21 6:54,Home,485,1,4674,Credit Card,52,0.0,Michael Lindsey,52,Male,0,45-54,7,Bronze
4939,5/23/21 15:16,Home,11,1,1096,Credit Card,39,0.0,Michael Wright,39,Male,0,35-44,4,Bronze
4939,3/30/22 7:45,Books,22,4,3005,Cash,39,,Michael Wright,39,Male,0,35-44,4,Bronze
4939,12/14/22 15:16,Books,162,2,603,Credit Card,39,1.0,Michael Wright,39,Male,0,35-44,4,Bronze
4939,7/5/20 23:41,Home,205,4,484,Credit Card,39,0.0,Michael Wright,39,Male,0,35-44,4,Bronze
19235,8/4/23 22:35,Clothing,340,4,3262,PayPal,33,,Grant Medina,33,Male,0,25-34,4,Bronze
19235,6/30/21 20:25,Electronics,274,4,1069,Cash,33,,Grant Medina,33,Male,0,25-34,4,Bronze
19235,6/22/23 1:15,Electronics,348,2,2805,Credit Card,33,,Grant Medina,33,Male,0,25-34,4,Bronze
19235,8/18/23 0:12,Clothing,110,3,2870,Cash,33,1.0,Grant Medina,33,Male,0,25-34,4,Bronze
30410,1/4/22 16:32,Clothing,179,2,2844,PayPal,20,0.0,Melissa Kent,20,Male,0,18-24,7,Bronze
30410,3/12/23 13:32,Books,118,4,4297,Credit Card,20,,Melissa Kent,20,Male,0,18-24,7,Bronze
30410,7/24/22 6:27,Electronics,259,1,2422,PayPal,20,,Melissa Kent,20,Male,0,18-24,7,Bronze
30410,6/1/21 21:50,Electronics,383,1,2395,Crypto,20,0.0,Melissa Kent,20,Male,0,18-24,7,Bronze
30410,1/10/21 7:29,Books,346,1,3018,Cash,20,0.0,Melissa Kent,20,Male,0,18-24,7,Bronze
30410,9/30/21 21:31,Books,379,2,4661,Credit Card,20,1.0,Melissa Kent,20,Male,0,18-24,7,Bronze
30410,3/3/21 1:09,Clothing,261,5,2326,Crypto,20,,Melissa Kent,20,Male,0,18-24,7,Bronze
17603,6/15/22 3:15,Home,221,1,2189,Cash,47,1.0,Tony Torres,47,Male,0,45-54,6,Bronze
17603,12/26/20 14:36,Clothing,410,5,676,PayPal,47,,Tony Torres,47,Male,0,45-54,6,Bronze
17603,6/17/21 23:36,Electronics,306,3,1163,PayPal,47,1.0,Tony Torres,47,Male,0,45-54,6,Bronze
17603,11/6/21 17:47,Books,201,4,3747,Credit Card,47,0.0,Tony Torres,47,Male,0,45-54,6,Bronze
17603,1/5/20 5:31,Books,363,3,1040,Credit Card,47,1.0,Tony Torres,47,Male,0,45-54,6,Bronze
17603,3/3/21 0:02,Electronics,97,1,452,Credit Card,47,0.0,Tony Torres,47,Male,0,45-54,6,Bronze
43249,12/9/22 7:20,Books,355,4,1701,Credit Card,70,0.0,Nicholas Price,70,Male,0,65 and above,3,Bronze
43249,7/4/20 14:27,Clothing,103,1,3647,Credit Card,70,,Nicholas Price,70,Male,0,65 and above,3,Bronze
43249,11/7/20 1:55,Electronics,227,5,3134,PayPal,70,,Nicholas Price,70,Male,0,65 and above,3,Bronze
3211,3/21/22 1:10,Books,395,1,4961,Cash,30,0.0,Roy Ramirez,30,Female,0,25-34,7,Bronze
3211,8/12/22 11:26,Home,229,2,1727,PayPal,30,1.0,Roy Ramirez,30,Female,0,25-34,7,Bronze
3211,1/12/20 16:02,Books,106,5,4457,Cash,30,1.0,Roy Ramirez,30,Female,0,25-34,7,Bronze
3211,5/3/23 22:37,Electronics,250,2,358,PayPal,30,0.0,Roy Ramirez,30,Female,0,25-34,7,Bronze
3211,9/10/23 17:33,Books,237,3,2598,Credit Card,30,0.0,Roy Ramirez,30,Female,0,25-34,7,Bronze
3211,4/11/21 16:02,Books,400,4,2183,Credit Card,30,0.0,Roy Ramirez,30,Female,0,25-34,7,Bronze
3211,9/29/22 12:32,Electronics,438,4,1820,Credit Card,30,,Roy Ramirez,30,Female,0,25-34,7,Bronze
47762,10/27/21 9:38,Electronics,361,4,2197,Credit Card,64,,Megan Hurley,64,Female,0,55-64,8,Silver
47762,7/6/20 14:48,Books,414,5,2230,Crypto,64,0.0,Megan Hurley,64,Female,0,55-64,8,Silver
47762,12/1/20 18:53,Clothing,265,1,1734,Credit Card,64,1.0,Megan Hurley,64,Female,0,55-64,8,Silver
47762,4/10/22 18:46,Books,384,2,5041,Cash,64,1.0,Megan Hurley,64,Female,0,55-64,8,Silver
47762,9/9/21 17:46,Clothing,363,1,824,PayPal,64,1.0,Megan Hurley,64,Female,0,55-64,8,Silver
47762,2/27/22 15:09,Books,77,1,3997,Credit Card,64,1.0,Megan Hurley,64,Female,0,55-64,8,Silver
47762,11/20/20 2:45,Clothing,338,2,4774,PayPal,64,1.0,Megan Hurley,64,Female,0,55-64,8,Silver
47762,8/27/21 16:29,Clothing,257,3,2664,Credit Card,64,1.0,Megan Hurley,64,Female,0,55-64,8,Silver
17555,9/24/22 12:59,Clothing,55,4,3418,Credit Card,34,0.0,Nicole Jordan,34,Male,0,25-34,6,Bronze
17555,2/11/21 17:06,Home,308,2,3114,Credit Card,34,0.0,Nicole Jordan,34,Male,0,25-34,6,Bronze
17555,12/28/22 2:02,Books,495,2,1276,Crypto,34,,Nicole Jordan,34,Male,0,25-34,6,Bronze
17555,1/10/23 1:30,Electronics,256,5,478,PayPal,34,,Nicole Jordan,34,Male,0,25-34,6,Bronze
17555,6/5/21 7:38,Home,233,1,1965,PayPal,34,,Nicole Jordan,34,Male,0,25-34,6,Bronze
17555,1/25/22 0:16,Electronics,79,5,4541,PayPal,34,1.0,Nicole Jordan,34,Male,0,25-34,6,Bronze
9809,5/4/23 6:15,Electronics,276,2,691,Credit Card,22,0.0,Mary Krueger DVM,22,Male,0,18-24,5,Bronze
9809,7/13/20 4:28,Books,286,2,4314,PayPal,22,,Mary Krueger DVM,22,Male,0,18-24,5,Bronze
9809,5/4/20 21:13,Clothing,411,1,653,PayPal,22,0.0,Mary Krueger DVM,22,Male,0,18-24,5,Bronze
9809,5/4/21 20:22,Books,395,3,4554,Credit Card,22,1.0,Mary Krueger DVM,22,Male,0,18-24,5,Bronze
9809,11/23/22 12:56,Clothing,500,2,2314,Credit Card,22,,Mary Krueger DVM,22,Male,0,18-24,5,Bronze
3671,6/18/22 10:38,Clothing,181,2,4960,Credit Card,25,1.0,Christopher Quinn,25,Female,1,25-34,8,Silver
3671,5/26/21 5:14,Home,289,3,4760,Credit Card,25,0.0,Christopher Quinn,25,Female,1,25-34,8,Silver
3671,2/7/22 0:52,Books,273,1,911,PayPal,25,1.0,Christopher Quinn,25,Female,1,25-34,8,Silver
3671,9/6/20 22:33,Clothing,17,2,1409,PayPal,25,0.0,Christopher Quinn,25,Female,1,25-34,8,Silver
3671,4/23/21 4:56,Books,411,5,2142,Credit Card,25,0.0,Christopher Quinn,25,Female,1,25-34,8,Silver
3671,6/29/22 8:18,Books,341,1,4005,Credit Card,25,0.0,Christopher Quinn,25,Female,1,25-34,8,Silver
3671,8/22/22 4:33,Home,201,2,1945,Credit Card,25,0.0,Christopher Quinn,25,Female,1,25-34,8,Silver
3671,2/3/22 11:58,Home,236,3,4784,Credit Card,25,1.0,Christopher Quinn,25,Female,1,25-34,8,Silver
42278,8/5/23 14:46,Books,398,2,3782,Credit Card,24,0.0,David Monroe,24,Female,0,18-24,6,Bronze
42278,7/18/21 13:10,Clothing,411,5,3395,PayPal,24,0.0,David Monroe,24,Female,0,18-24,6,Bronze
42278,2/7/23 7:15,Electronics,394,2,2728,Credit Card,24,,David Monroe,24,Female,0,18-24,6,Bronze
42278,3/21/20 0:36,Clothing,173,2,1119,PayPal,24,0.0,David Monroe,24,Female,0,18-24,6,Bronze
42278,2/8/21 23:21,Books,148,2,4312,Credit Card,24,1.0,David Monroe,24,Female,0,18-24,6,Bronze
42278,2/24/22 10:25,Clothing,157,3,4664,Credit Card,24,,David Monroe,24,Female,0,18-24,6,Bronze
29859,7/2/22 2:41,Books,240,5,3481,Cash,26,1.0,Jerome Barnes,26,Female,0,25-34,4,Bronze
29859,11/18/22 1:06,Home,82,1,2704,Credit Card,26,,Jerome Barnes,26,Female,0,25-34,4,Bronze
29859,1/17/21 14:45,Clothing,355,3,1721,PayPal,26,1.0,Jerome Barnes,26,Female,0,25-34,4,Bronze
29859,2/27/23 8:38,Electronics,304,2,2288,Cash,26,1.0,Jerome Barnes,26,Female,0,25-34,4,Bronze
10179,6/4/23 14:04,Clothing,296,5,518,PayPal,36,1.0,Michael Allison,36,Male,0,35-44,4,Bronze
10179,6/10/23 17:57,Electronics,344,5,760,PayPal,36,0.0,Michael Allison,36,Male,0,35-44,4,Bronze
10179,8/25/23 3:52,Home,388,2,4761,Credit Card,36,,Michael Allison,36,Male,0,35-44,4,Bronze
10179,6/9/21 20:07,Electronics,353,4,4552,Credit Card,36,0.0,Michael Allison,36,Male,0,35-44,4,Bronze
28622,4/6/23 23:56,Clothing,217,4,1664,Credit Card,69,0.0,Danny Ramos,69,Male,0,65 and above,3,Bronze
28622,5/29/20 18:34,Home,383,3,3215,Credit Card,69,0.0,Danny Ramos,69,Male,0,65 and above,3,Bronze
28622,1/18/23 3:50,Books,336,1,1746,Credit Card,69,1.0,Danny Ramos,69,Male,0,65 and above,3,Bronze
17596,11/10/20 13:29,Books,300,2,182,Credit Card,28,1.0,Gregory Hudson,28,Male,0,25-34,3,Bronze
17596,6/22/22 21:29,Home,202,2,3012,Credit Card,28,0.0,Gregory Hudson,28,Male,0,25-34,3,Bronze
17596,11/18/20 14:12,Books,478,3,497,Credit Card,28,0.0,Gregory Hudson,28,Male,0,25-34,3,Bronze
41051,5/1/21 22:46,Books,454,1,1342,Cash,41,0.0,Kristin Wilkerson,41,Female,0,35-44,6,Bronze
41051,8/22/22 11:01,Clothing,452,2,1901,Credit Card,41,0.0,Kristin Wilkerson,41,Female,0,35-44,6,Bronze
41051,3/20/22 7:49,Electronics,336,2,3919,Cash,41,0.0,Kristin Wilkerson,41,Female,0,35-44,6,Bronze
41051,2/4/20 14:23,Books,350,3,313,Cash,41,0.0,Kristin Wilkerson,41,Female,0,35-44,6,Bronze
41051,7/6/23 4:56,Clothing,51,4,3018,PayPal,41,1.0,Kristin Wilkerson,41,Female,0,35-44,6,Bronze
41051,2/3/20 22:56,Books,94,5,2652,Cash,41,1.0,Kristin Wilkerson,41,Female,0,35-44,6,Bronze
13646,12/18/22 12:15,Home,44,4,4359,Crypto,38,0.0,Monica Proctor,38,Female,0,35-44,4,Bronze
13646,2/18/20 1:34,Clothing,325,3,265,Credit Card,38,1.0,Monica Proctor,38,Female,0,35-44,4,Bronze
13646,5/22/22 15:51,Clothing,16,2,5088,Cash,38,1.0,Monica Proctor,38,Female,0,35-44,4,Bronze
13646,12/4/21 5:06,Clothing,265,1,4832,Cash,38,1.0,Monica Proctor,38,Female,0,35-44,4,Bronze
47792,11/26/22 13:33,Home,218,5,904,Credit Card,54,1.0,Mark King,54,Female,0,45-54,3,Bronze
47792,3/24/23 11:15,Clothing,369,4,3129,Cash,54,,Mark King,54,Female,0,45-54,3,Bronze
47792,4/9/21 18:19,Electronics,120,4,4126,Credit Card,54,1.0,Mark King,54,Female,0,45-54,3,Bronze
43928,12/11/21 4:05,Home,409,4,1776,PayPal,25,1.0,Christopher Waller,25,Female,0,25-34,4,Bronze
43928,7/5/22 20:03,Electronics,52,3,263,Credit Card,25,1.0,Christopher Waller,25,Female,0,25-34,4,Bronze
43928,7/7/23 22:06,Books,499,2,3639,Cash,25,1.0,Christopher Waller,25,Female,0,25-34,4,Bronze
43928,5/28/23 23:00,Clothing,447,5,4693,Credit Card,25,0.0,Christopher Waller,25,Female,0,25-34,4,Bronze
42045,8/17/23 14:14,Clothing,289,1,2841,PayPal,38,1.0,Edward Chavez,38,Male,1,35-44,4,Bronze
42045,6/22/22 12:15,Clothing,181,4,3742,PayPal,38,0.0,Edward Chavez,38,Male,1,35-44,4,Bronze
42045,7/11/21 19:20,Books,141,5,4422,Cash,38,1.0,Edward Chavez,38,Male,1,35-44,4,Bronze
42045,4/6/23 16:16,Books,484,4,2785,Credit Card,38,1.0,Edward Chavez,38,Male,1,35-44,4,Bronze
39880,9/1/23 5:58,Clothing,259,1,837,Cash,39,,Amber Thomas,39,Male,1,35-44,4,Bronze
39880,5/25/23 12:07,Electronics,48,5,2620,Credit Card,39,0.0,Amber Thomas,39,Male,1,35-44,4,Bronze
39880,10/28/21 7:57,Books,188,5,3552,PayPal,39,0.0,Amber Thomas,39,Male,1,35-44,4,Bronze
39880,6/28/23 9:19,Books,248,4,4461,Cash,39,1.0,Amber Thomas,39,Male,1,35-44,4,Bronze
6868,2/20/23 20:12,Clothing,481,1,3579,PayPal,29,0.0,Robin Chaney,29,Female,0,25-34,7,Bronze
6868,12/27/22 4:39,Books,330,1,2422,Credit Card,29,0.0,Robin Chaney,29,Female,0,25-34,7,Bronze
6868,7/18/20 7:27,Home,275,4,3298,Crypto,29,0.0,Robin Chaney,29,Female,0,25-34,7,Bronze
6868,1/31/23 20:59,Electronics,223,1,5045,Cash,29,1.0,Robin Chaney,29,Female,0,25-34,7,Bronze
6868,6/18/20 22:24,Home,264,5,2130,Credit Card,29,1.0,Robin Chaney,29,Female,0,25-34,7,Bronze
6868,3/27/20 7:45,Clothing,30,4,1816,PayPal,29,1.0,Robin Chaney,29,Female,0,25-34,7,Bronze
6868,3/17/23 3:39,Books,132,1,448,Cash,29,0.0,Robin Chaney,29,Female,0,25-34,7,Bronze
26505,7/5/20 20:30,Books,218,1,940,Cash,24,,Monica Chan,24,Male,0,18-24,4,Bronze
26505,1/9/21 15:47,Books,440,5,5006,PayPal,24,,Monica Chan,24,Male,0,18-24,4,Bronze
26505,12/10/22 18:49,Electronics,92,5,4266,Cash,24,1.0,Monica Chan,24,Male,0,18-24,4,Bronze
26505,6/5/22 9:56,Electronics,327,1,3153,PayPal,24,0.0,Monica Chan,24,Male,0,18-24,4,Bronze
19088,10/12/20 8:55,Home,231,2,2233,Credit Card,25,0.0,Joanna Oliver,25,Male,0,25-34,6,Bronze
19088,7/12/22 16:09,Home,451,2,3474,Credit Card,25,,Joanna Oliver,25,Male,0,25-34,6,Bronze
19088,3/28/23 15:05,Clothing,448,4,3619,Credit Card,25,0.0,Joanna Oliver,25,Male,0,25-34,6,Bronze
19088,1/10/22 20:43,Electronics,75,1,1655,Credit Card,25,1.0,Joanna Oliver,25,Male,0,25-34,6,Bronze
19088,4/16/21 8:34,Books,347,4,697,Crypto,25,0.0,Joanna Oliver,25,Male,0,25-34,6,Bronze
19088,2/10/23 10:03,Clothing,468,3,1781,Credit Card,25,0.0,Joanna Oliver,25,Male,0,25-34,6,Bronze
47151,10/12/22 18:17,Electronics,66,3,620,Credit Card,59,1.0,Jennifer Silva,59,Male,0,55-64,3,Bronze
47151,2/25/22 19:42,Books,32,1,2753,Credit Card,59,0.0,Jennifer Silva,59,Male,0,55-64,3,Bronze
47151,7/12/23 11:57,Clothing,217,1,1113,PayPal,59,1.0,Jennifer Silva,59,Male,0,55-64,3,Bronze
26347,5/19/22 16:09,Clothing,337,2,1766,Credit Card,45,,James Fox,45,Female,1,45-54,7,Bronze
26347,3/2/22 9:04,Books,303,4,4318,Cash,45,1.0,James Fox,45,Female,1,45-54,7,Bronze
26347,5/6/21 10:53,Clothing,320,4,3013,PayPal,45,1.0,James Fox,45,Female,1,45-54,7,Bronze
26347,9/21/21 16:21,Clothing,116,5,3067,PayPal,45,0.0,James Fox,45,Female,1,45-54,7,Bronze
26347,4/26/20 3:34,Electronics,169,4,3898,Crypto,45,,James Fox,45,Female,1,45-54,7,Bronze
26347,5/11/21 21:40,Books,64,4,3178,Crypto,45,1.0,James Fox,45,Female,1,45-54,7,Bronze
26347,6/11/22 8:18,Clothing,128,2,2059,Credit Card,45,1.0,James Fox,45,Female,1,45-54,7,Bronze
3951,9/1/23 14:22,Books,334,4,5091,Cash,49,1.0,James Barnes,49,Female,1,45-54,8,Silver
3951,6/17/21 8:35,Home,185,5,2394,PayPal,49,0.0,James Barnes,49,Female,1,45-54,8,Silver
3951,8/1/21 21:34,Electronics,220,4,4006,PayPal,49,1.0,James Barnes,49,Female,1,45-54,8,Silver
3951,4/5/20 6:40,Electronics,57,5,4583,Credit Card,49,0.0,James Barnes,49,Female,1,45-54,8,Silver
3951,8/4/23 7:42,Books,223,1,759,PayPal,49,1.0,James Barnes,49,Female,1,45-54,8,Silver
3951,1/16/22 3:09,Clothing,64,1,3637,PayPal,49,0.0,James Barnes,49,Female,1,45-54,8,Silver
3951,11/22/21 14:23,Books,492,5,4199,PayPal,49,0.0,James Barnes,49,Female,1,45-54,8,Silver
3951,1/18/21 12:47,Books,252,4,4594,Credit Card,49,0.0,James Barnes,49,Female,1,45-54,8,Silver
19364,7/26/21 23:05,Home,384,2,4657,Credit Card,68,0.0,Ryan Hill DDS,68,Male,0,65 and above,4,Bronze
19364,6/29/21 16:49,Books,397,1,4121,Crypto,68,1.0,Ryan Hill DDS,68,Male,0,65 and above,4,Bronze
19364,6/22/21 17:28,Home,198,4,4100,Cash,68,1.0,Ryan Hill DDS,68,Male,0,65 and above,4,Bronze
19364,3/16/22 19:22,Clothing,420,1,3299,Cash,68,1.0,Ryan Hill DDS,68,Male,0,65 and above,4,Bronze
10651,4/13/21 6:49,Clothing,257,4,3258,Crypto,69,1.0,Charles Benitez,69,Female,0,65 and above,7,Bronze
10651,11/23/20 18:40,Books,275,4,2289,Credit Card,69,1.0,Charles Benitez,69,Female,0,65 and above,7,Bronze
10651,5/17/21 19:52,Books,79,4,1284,PayPal,69,0.0,Charles Benitez,69,Female,0,65 and above,7,Bronze
10651,12/5/20 0:39,Clothing,164,3,1179,Credit Card,69,,Charles Benitez,69,Female,0,65 and above,7,Bronze
10651,9/9/21 5:32,Home,487,2,5173,PayPal,69,0.0,Charles Benitez,69,Female,0,65 and above,7,Bronze
10651,1/12/21 0:30,Books,24,4,1420,PayPal,69,0.0,Charles Benitez,69,Female,0,65 and above,7,Bronze
10651,12/31/20 13:35,Home,456,1,985,Credit Card,69,0.0,Charles Benitez,69,Female,0,65 and above,7,Bronze
15228,8/30/20 5:49,Home,342,2,3250,Credit Card,55,1.0,Tiffany Grant,55,Male,0,55-64,8,Silver
15228,8/9/21 15:55,Clothing,454,5,1519,Credit Card,55,1.0,Tiffany Grant,55,Male,0,55-64,8,Silver
15228,7/21/23 18:04,Home,205,3,2036,Cash,55,,Tiffany Grant,55,Male,0,55-64,8,Silver
15228,12/28/21 7:23,Books,78,4,4015,PayPal,55,0.0,Tiffany Grant,55,Male,0,55-64,8,Silver
15228,6/29/21 16:51,Books,194,3,2890,PayPal,55,1.0,Tiffany Grant,55,Male,0,55-64,8,Silver
15228,7/12/23 14:07,Clothing,190,3,2080,Credit Card,55,0.0,Tiffany Grant,55,Male,0,55-64,8,Silver
15228,5/7/20 21:26,Electronics,122,3,723,Crypto,55,0.0,Tiffany Grant,55,Male,0,55-64,8,Silver
15228,8/21/23 9:17,Books,195,3,4767,Crypto,55,1.0,Tiffany Grant,55,Male,0,55-64,8,Silver
47909,5/4/21 14:31,Electronics,277,1,347,Cash,50,1.0,Carrie Dunn,50,Female,0,45-54,4,Bronze
47909,10/21/22 15:03,Electronics,441,3,2766,Crypto,50,1.0,Carrie Dunn,50,Female,0,45-54,4,Bronze
47909,7/12/23 2:46,Books,330,3,512,Credit Card,50,1.0,Carrie Dunn,50,Female,0,45-54,4,Bronze
47909,9/7/22 14:50,Home,481,2,3525,Credit Card,50,1.0,Carrie Dunn,50,Female,0,45-54,4,Bronze
49955,11/20/21 23:19,Books,440,5,1468,PayPal,29,0.0,Kevin Smith,29,Male,0,25-34,3,Bronze
49955,10/8/20 8:42,Electronics,28,2,3640,Credit Card,29,1.0,Kevin Smith,29,Male,0,25-34,3,Bronze
49955,6/9/22 6:04,Clothing,138,4,3661,PayPal,29,1.0,Kevin Smith,29,Male,0,25-34,3,Bronze
32951,4/14/22 14:00,Clothing,298,5,623,Credit Card,54,0.0,Alexis Andrews,54,Female,0,45-54,7,Bronze
32951,5/28/20 19:08,Clothing,379,3,4778,Credit Card,54,0.0,Alexis Andrews,54,Female,0,45-54,7,Bronze
32951,12/1/22 20:59,Books,196,1,3899,Credit Card,54,0.0,Alexis Andrews,54,Female,0,45-54,7,Bronze
32951,9/15/20 12:28,Home,294,1,1907,Credit Card,54,1.0,Alexis Andrews,54,Female,0,45-54,7,Bronze
32951,6/26/23 6:11,Clothing,40,3,2184,PayPal,54,0.0,Alexis Andrews,54,Female,0,45-54,7,Bronze
