customer_id,customer_name,MonetaryScore,RecencyScore,FrequencyScore,RFMScore,Value
1170,Penny Nguyen,3,2,4,9,Med
30628,Lee Adams,4,2,4,10,High
16480,Sophia Farmer,3,4,2,9,Med
42655,Christopher Fisher,5,3,3,11,High
24602,Cynthia Irwin,2,3,3,8,Med
13864,Scott Jennings,5,2,4,11,High
27958,Elizabeth Clark,4,2,4,10,High
30717,Raymond Chaney,3,3,3,9,Med
42220,Peter Turner,2,5,1,8,Med
20909,Samuel Brown,1,5,1,7,Low
49587,Kathryn Pierce,1,5,1,7,Low
13332,Stephen Thompson,1,5,1,7,Low
38678,Donna Knight,1,5,1,7,Low
12615,Anne Gomez,1,4,2,7,Low
47000,Paul Hernandez,5,2,4,11,High
40162,Adrian Bautista,5,3,3,11,High
8231,Susan Cook,1,5,1,7,Low
25668,Rachel Foster,3,4,2,9,Med
14813,Michael Nielsen,1,5,1,7,Low
33879,Michelle Aguirre,3,3,3,9,Med
43119,Stephanie Walker,2,3,3,8,Med
21059,Stephen Clark,4,3,3,10,High
5161,Deanna Hernandez,5,3,3,11,High
25491,Katherine Moore,1,5,1,7,Low
49748,Ronald Miller,2,5,1,8,Med
28233,Laura Savage,3,3,3,9,Med
5902,Martha Jimenez,3,4,2,9,Med
36091,Robert Brown,1,5,1,7,Low
1677,Michelle Chambers,5,2,4,11,High
14434,Marc Villa,2,4,2,8,Med
26164,Tony Adams,3,5,1,9,Med
17565,William Johnson,1,5,1,7,Low
3338,Robin Fowler MD,4,2,4,10,High
8219,Megan Coleman,3,5,1,9,Med
4062,Shelby Allen,2,5,1,8,Med
13619,Brian Allen DDS,4,3,3,10,High
36249,Dustin Brooks,1,5,1,7,Low
43810,Charles Smith,1,5,1,7,Low
49103,Alexa Conner,3,4,2,9,Med
7530,Alexander Barker,1,5,1,7,Low
22488,Melissa Flores,2,5,1,8,Med
19736,Nicole Ward,3,3,3,9,Med
33745,Todd Davies,3,4,2,9,Med
13706,Anne Mathis,4,4,2,10,High
14947,Corey Garcia,1,5,1,7,Low
3288,Joshua Ford,3,5,1,9,Med
24185,Randall Cameron,1,5,1,7,Low
40510,Kim Odom,1,5,1,7,Low
1310,Richard Benjamin,1,5,1,7,Low
44474,Ryan Greer,1,5,1,7,Low
7848,Elizabeth Robinson,1,5,1,7,Low
38953,Elizabeth Hayes,4,2,4,10,High
40350,Brad Fowler,4,3,3,10,High
48024,Bruce Walters,2,4,2,8,Med
34563,Christopher Miller,2,3,3,8,Med
7205,Jennifer Hickman,2,5,1,8,Med
45383,Kimberly Armstrong,3,3,3,9,Med
27209,Kathleen Cohen,1,5,1,7,Low
44899,William Rivera,2,4,2,8,Med
5949,Cameron Ward,3,3,3,9,Med
40456,Timothy Hernandez,2,5,1,8,Med
28643,Mr. Marcus Powell DDS,1,5,1,7,Low
47195,Keith Calhoun,5,2,4,11,High
13680,Susan Barron,3,2,4,9,Med
36387,Jennifer Velasquez DDS,1,5,1,7,Low
48698,Randy Tucker,3,3,3,9,Med
34149,Joan Jones,3,4,2,9,Med
42864,Tiffany Cain,1,4,2,7,Low
38098,Cynthia Sanchez,2,3,3,8,Med
44116,Taylor Sweeney,2,5,1,8,Med
3785,Sarah Wall,1,4,2,7,Low
26719,Carla Cobb,1,5,1,7,Low
36718,Jeremy Meyer,1,5,1,7,Low
25339,Rachel Smith,1,5,1,7,Low
10159,Sarah Brown,3,4,2,9,Med
43967,Tammy Stephens,5,2,4,11,High
12944,Amy Murphy,3,3,3,9,Med
30128,Molly Craig,2,4,2,8,Med
4404,Nicole Jackson,1,4,2,7,Low
11604,Kelly Hampton,1,5,1,7,Low
18528,Andrew Lopez,1,5,1,7,Low
45518,Kathryn Hoffman,2,2,4,8,Med
22003,Michael Knight PhD,2,4,2,8,Med
12318,Stephen Castaneda,1,5,1,7,Low
3176,George Hansen,3,5,1,9,Med
47116,Jennifer Hammond,4,2,4,10,High
25751,Brian Dunlap,1,5,1,7,Low
26969,Zachary Torres,1,5,1,7,Low
24086,Larry Jones,2,4,2,8,Med
18336,Jon Bridges,1,5,1,7,Low
41123,Mr. Michael Osborne,2,5,1,8,Med
19668,Tony Perkins,5,2,4,11,High
32617,Autumn Bolton,1,5,1,7,Low
39924,Michael Jackson,2,5,1,8,Med
41923,Michelle Mendez,4,3,3,10,High
12948,Jamie Porter,3,3,3,9,Med
34115,Robert Sanchez,4,2,4,10,High
14466,Michael Clark,1,5,1,7,Low
33771,Amanda Meza,4,1,5,10,High
16626,Denise Stewart,1,5,1,7,Low
39809,Brett Elliott,1,5,1,7,Low
43139,Kimberly Cuevas,5,2,4,11,High
31812,Drew Gonzales,3,2,4,9,Med
21340,Bryan Lane,3,3,3,9,Med
43100,Kevin Barron,2,3,3,8,Med
12685,Austin Arnold,1,5,1,7,Low
25627,Deborah Rasmussen,2,5,1,8,Med
1714,Brian Hamilton,3,5,1,9,Med
15486,Alicia Sullivan,3,4,2,9,Med
45556,Caleb Campbell,5,1,5,11,High
36394,Angela Owens,1,5,1,7,Low
7128,Jesus Conway,1,5,1,7,Low
20122,Brian Hall,1,5,1,7,Low
15528,Janet Guerra,2,5,1,8,Med
22811,Jill Warren,1,5,1,7,Low
13510,Kimberly Davila,2,5,1,8,Med
43408,Stephanie Miller,1,5,1,7,Low
32355,Dawn Williams,4,3,3,10,High
17235,Alan Tucker,3,3,3,9,Med
41139,Carla Gordon,2,3,3,8,Med
14883,Jonathan Mitchell,2,3,3,8,Med
6526,Justin Anderson,2,5,1,8,Med
6391,Brandy Shelton,3,3,3,9,Med
36354,Suzanne Stewart,4,2,4,10,High
17169,Jessica Carroll,4,2,4,10,High
40446,Bryan Moore,3,3,3,9,Med
4394,Katherine Mckinney,1,5,1,7,Low
21160,Brian Kim,1,5,1,7,Low
46694,Jean Sanders,4,2,4,10,High
37013,Brandon Williams,4,1,5,10,High
4721,Brandon Francis,3,5,1,9,Med
49764,Edward Mclaughlin,1,5,1,7,Low
18064,Stephanie Brown,2,4,2,8,Med
44103,Austin Jimenez,1,5,1,7,Low
28424,David Zimmerman,2,4,2,8,Med
45522,Timothy Valenzuela,1,5,1,7,Low
17467,Ashley Schmidt,4,4,2,10,High
49393,Cynthia Prince,1,5,1,7,Low
10307,Andrea Mitchell,1,5,1,7,Low
31204,Zachary Jenkins,2,4,2,8,Med
27121,Mary Wagner,5,1,5,11,High
37588,Lori Aguilar,4,2,4,10,High
15167,Robert Jones,5,1,5,11,High
28273,Marc Bowman,5,2,4,11,High
42476,David Jimenez,1,5,1,7,Low
40251,Sara Singh,5,2,4,11,High
24267,Rebecca Russo,4,2,4,10,High
23115,Mary Martin,4,3,3,10,High
39718,Jason Espinoza,3,2,4,9,Med
2304,Mariah Ibarra,3,2,4,9,Med
19699,Stacie Mitchell,3,2,4,9,Med
25271,Daniel Atkins,4,3,3,10,High
86,Pamela Oconnell,4,2,4,10,High
16867,Kayla Ibarra,2,5,1,8,Med
26743,Katherine Quinn,5,1,5,11,High
7589,Shawn Santos,1,5,1,7,Low
43312,Eric Smith,3,3,3,9,Med
9150,Christopher Walls,5,1,5,11,High
17777,Dylan Heath,5,1,5,11,High
17167,Bryan Benjamin,4,3,3,10,High
33125,Christopher Smith,4,1,5,10,High
29655,Misty Gray,1,2,4,7,Low
14146,Louis Sexton,3,2,4,9,Med
32160,Jennifer French,5,1,5,11,High
28510,Johnny Brown,4,3,3,10,High
10458,Christy Morgan,5,2,4,11,High
13192,Caleb Silva,5,2,4,11,High
5808,Raymond Carter,5,2,4,11,High
17001,Alexandra Montgomery,1,5,1,7,Low
1861,Andrew Sullivan,2,5,1,8,Med
15281,Sonya Perez,1,5,1,7,Low
44652,Kathryn Wilson,4,3,3,10,High
48906,Marcus Ramirez,3,4,2,9,Med
9334,Timothy Beltran,5,1,5,11,High
26478,Gregory Frye,2,4,2,8,Med
10956,Bridget Baker,1,5,1,7,Low
29926,Gregory Brown,3,4,2,9,Med
13370,April Case,5,2,4,11,High
21695,Matthew Warren,1,5,1,7,Low
45888,Rebecca Wilson,5,2,4,11,High
15159,Jack Ramirez,1,5,1,7,Low
36064,Linda Phillips,1,5,1,7,Low
11720,Mrs. Ann Walker,3,5,1,9,Med
4999,James Smith,1,5,1,7,Low
49172,Jacob Martin,1,4,2,7,Low
26824,Joshua Bowen,1,5,1,7,Low
4949,Joseph Rodgers,3,4,2,9,Med
35119,Amanda Ellis,4,4,2,10,High
22289,Michelle Davis,5,1,5,11,High
29025,Toni Smith,4,2,4,10,High
3293,Kelly Castillo,5,1,5,11,High
3461,Timothy Moore,3,4,2,9,Med
32602,Debbie Simmons,3,4,2,9,Med
30452,Kathryn Andersen,4,2,4,10,High
37523,Jody Mcknight,4,3,3,10,High
8205,Ricky Cunningham,3,3,3,9,Med
26458,Michael Brown,3,3,3,9,Med
11230,Frank Hall V,4,3,3,10,High
3116,Thomas Long,5,1,5,11,High
31874,Diana Vasquez,5,1,5,11,High
35867,Emily Davidson,2,2,4,8,Med
47776,Victoria Hernandez,1,3,3,7,Low
27589,Michael Gonzalez,4,2,4,10,High
40698,Stephen Kelley,5,1,5,11,High
45338,Bill Sanchez,4,2,4,10,High
20005,Bobby Kelly,4,4,2,10,High
35179,Thomas Reynolds,4,2,4,10,High
6770,Jamie Little,3,4,2,9,Med
41957,Joshua Woodard,4,4,2,10,High
32647,Amber Sandoval,3,3,3,9,Med
1581,Elizabeth Garcia,5,1,5,11,High
26812,Chase Beasley,1,5,1,7,Low
25325,John Hoover,5,1,5,11,High
42213,William Zuniga,5,1,5,11,High
6926,Ashley Gordon,5,1,5,11,High
25355,Nancy Rodriguez,5,1,5,11,High
14388,Thomas Cross,3,2,4,9,Med
41756,Erin Warren,2,3,3,8,Med
18355,Carly Hall,2,5,1,8,Med
18354,Bonnie Obrien,4,3,3,10,High
25814,Douglas Stone,5,1,5,11,High
18973,Krista Davidson,5,1,5,11,High
896,Veronica Price,5,1,5,11,High
10021,Gail Novak,3,4,2,9,Med
9567,Suzanne Black,3,4,2,9,Med
46692,Andrew Wagner,2,4,2,8,Med
36831,Christine Huff,1,5,1,7,Low
4169,Bradley Grimes,1,4,2,7,Low
35375,Chris Santiago,1,5,1,7,Low
27443,Robert Johnson,2,5,1,8,Med
26033,David Rodriguez,4,4,2,10,High
47830,Amanda Phillips,2,4,2,8,Med
37229,Kara Sanford,2,5,1,8,Med
7301,Adam Wilkerson,2,5,1,8,Med
29455,Tyler Durham,2,5,1,8,Med
17008,Nicole Green,1,5,1,7,Low
8661,Jennifer Anderson,2,5,1,8,Med
29723,Katherine Hayes,1,5,1,7,Low
12125,Tyler Smith,1,5,1,7,Low
33857,Kimberly Ramirez,1,5,1,7,Low
27019,Lynn Jordan,1,5,1,7,Low
26890,Sarah Smith,2,5,1,8,Med
1437,Ebony Hendricks,1,5,1,7,Low
14978,Angela Moran,1,5,1,7,Low
4161,Jacob Williams,2,4,2,8,Med
36013,Christopher Miller,2,5,1,8,Med
16488,Juan Mcbride,1,5,1,7,Low
47522,Richard Dawson,1,5,1,7,Low
24974,Candace Sawyer,1,5,1,7,Low
43640,Rodney Thomas,1,5,1,7,Low
5977,Marcus Sanchez,1,5,1,7,Low
13591,Mark Patel,4,2,4,10,High
15239,James Smith,3,3,3,9,Med
48644,Marcus Eaton,4,4,2,10,High
22921,Casey Marshall,2,3,3,8,Med
6815,Brittany Woodward,5,1,5,11,High
42284,Tammy Whitehead,3,2,4,9,Med
33206,Jacqueline Jimenez,3,3,3,9,Med
37485,Brian Combs,1,5,1,7,Low
21194,Eric Ingram,3,2,4,9,Med
9154,Natalie Schultz,1,5,1,7,Low
18468,Sharon Brown,2,4,2,8,Med
33895,Leonard Ford,3,2,4,9,Med
22501,Christopher Goodwin,4,1,5,10,High
13415,Tyler Schultz,5,2,4,11,High
30197,Cassandra Foster,4,3,3,10,High
39030,Dr. Justin Roth,5,1,5,11,High
46508,Paul Fletcher,1,5,1,7,Low
45787,Vanessa Edwards,4,1,5,10,High
35235,Carmen Moore,4,1,5,10,High
12207,Christopher Clark,5,1,5,11,High
14935,Michael Lane,2,4,2,8,Med
4857,Timothy Ross,5,1,5,11,High
24472,Stephanie Smith,2,4,2,8,Med
22747,Joe Hampton,3,2,4,9,Med
16224,Carla Pierce,4,2,4,10,High
3163,Ryan Wells,2,4,2,8,Med
26806,Sheila Ruiz,5,2,4,11,High
45206,Shelley Long,5,2,4,11,High
21332,Mrs. Emily Noble,2,5,1,8,Med
18248,Lance Nelson,5,1,5,11,High
2344,Robert Mcbride,2,5,1,8,Med
36509,Brianna Chang,5,1,5,11,High
26631,Mathew King,5,1,5,11,High
29292,Daniel Garcia,4,2,4,10,High
32039,Dawn Henson,5,2,4,11,High
33837,Alexander Newton,2,3,3,8,Med
7386,Vanessa Wade,4,3,3,10,High
36648,Ryan Stewart,5,1,5,11,High
20511,Mark Hamilton,5,1,5,11,High
42064,Kimberly Andrews,5,1,5,11,High
41303,Frederick Woods,2,5,1,8,Med
28825,Charles Williams,2,4,2,8,Med
19660,Brianna Wolfe,5,1,5,11,High
42510,Suzanne Peterson,2,3,3,8,Med
21455,Joshua Coleman,4,3,3,10,High
42662,Erin Harvey,5,1,5,11,High
30480,Alexis Holmes,3,4,2,9,Med
6929,Joseph Roberts,2,5,1,8,Med
9380,Eric Bennett,3,4,2,9,Med
26346,Sheri Richards,2,4,2,8,Med
35162,Margaret Russell,2,4,2,8,Med
11031,Mary Krause MD,5,2,4,11,High
23886,Beverly Hancock,2,4,2,8,Med
29462,Amanda Mcdaniel,4,2,4,10,High
16268,Miranda Watts,5,1,5,11,High
15074,Miranda Dennis,5,1,5,11,High
49810,Angela Zuniga,1,5,1,7,Low
38679,Mary Martinez,4,3,3,10,High
4602,Micheal Petersen,3,4,2,9,Med
32171,Peter Jennings,4,2,4,10,High
4466,Rebecca Pena,1,5,1,7,Low
34945,Vanessa Ward,1,5,1,7,Low
47588,George Crosby,1,5,1,7,Low
23988,Ann Moore,3,4,2,9,Med
42524,Brandon Miranda,4,2,4,10,High
38886,Lauren Mason,2,4,2,8,Med
49519,Jessica Robinson,4,2,4,10,High
6640,Brian Branch,4,2,4,10,High
39897,Carmen Maddox,1,5,1,7,Low
42267,Zoe Burns,2,3,3,8,Med
42903,Amanda Maldonado,4,3,3,10,High
14995,Terri Stephens,2,4,2,8,Med
45422,Jesse Smith,4,2,4,10,High
47011,Jonathan Ayers,5,1,5,11,High
24407,Matthew Robinson,4,2,4,10,High
34444,Scott Garrett,3,3,3,9,Med
39917,Scott Mcdonald,5,2,4,11,High
37597,Renee Fitzgerald,4,2,4,10,High
33075,John Hays,4,2,4,10,High
27554,Jimmy Kennedy,2,5,1,8,Med
27279,Tara Mathis,3,4,2,9,Med
25527,Lisa Thompson,3,5,1,9,Med
21314,Maria Schneider,4,3,3,10,High
8027,Robert Taylor,1,5,1,7,Low
42051,Donald Clark,5,2,4,11,High
9448,Donna Brown,5,2,4,11,High
27981,Frank Gibbs,4,2,4,10,High
21201,Paul Wood,2,5,1,8,Med
43714,William Moore,3,4,2,9,Med
13599,Susan Nguyen,2,5,1,8,Med
1253,Alicia Allen,5,2,4,11,High
15826,Dana Campos,4,3,3,10,High
24898,Cynthia Fields,5,2,4,11,High
7601,Jackie Carter,5,1,5,11,High
8640,Candice Moore,1,4,2,7,Low
32306,Lindsay Miller,4,3,3,10,High
27162,Adam Wiley,3,1,5,9,Med
44115,Adam Carter,5,1,5,11,High
48884,Michelle Patton,3,3,3,9,Med
5245,Lori Williams,3,3,3,9,Med
38010,Diane Stephenson,4,2,4,10,High
36383,Stephen Owen,2,5,1,8,Med
24993,Krista Donovan,4,2,4,10,High
29234,Alan Gardner,5,3,3,11,High
20905,Jason Turner,5,1,5,11,High
43077,Kelly Hobbs,5,2,4,11,High
26063,Jason Garcia,5,1,5,11,High
42259,Jamie Malone,1,4,2,7,Low
34233,Robert Hall,2,2,4,8,Med
15793,Kenneth Brown,5,2,4,11,High
13471,Brian Miranda,4,1,5,10,High
18882,Gregory Mccarthy,5,1,5,11,High
45772,Diana Williams,1,5,1,7,Low
36148,Michael Norris,4,3,3,10,High
17194,Mrs. Kristina Morgan DVM,1,5,1,7,Low
11004,David Hall,4,3,3,10,High
34164,Breanna Vincent,2,4,2,8,Med
37589,Christian Green,2,4,2,8,Med
21094,Tristan Cruz,2,3,3,8,Med
20517,Amber Smith,3,3,3,9,Med
20874,Dr. Tiffany Duncan DVM,4,1,5,10,High
33626,Nicole Brown,2,2,4,8,Med
44533,Kyle Blankenship,1,5,1,7,Low
41907,Steven Cole,2,4,2,8,Med
14293,Jennifer Estrada,1,5,1,7,Low
26122,Mary Perry,2,4,2,8,Med
24322,Carlos Adams,1,4,2,7,Low
6247,Scott Owen,5,1,5,11,High
44049,Jordan Page,5,1,5,11,High
7754,Stephanie Shaw,5,2,4,11,High
27841,Erik Brown,5,1,5,11,High
32307,Darin Cruz,4,2,4,10,High
10700,Jordan Wheeler,4,2,4,10,High
24714,Teresa Harrison,2,5,1,8,Med
46421,Earl Walker,5,2,4,11,High
28438,Michelle Mcdaniel,2,4,2,8,Med
19351,Sean Kline,5,1,5,11,High
6370,Melanie Marshall,5,2,4,11,High
8821,Heidi Flynn,2,3,3,8,Med
47651,Diamond Gilbert,3,4,2,9,Med
10359,Julie Paul,3,3,3,9,Med
3980,Samantha Rodriguez,3,3,3,9,Med
22715,Mark Davis,5,1,5,11,High
2549,Krista Herman,2,5,1,8,Med
44346,Christopher Brewer,5,1,5,11,High
44024,Janet Li,2,3,3,8,Med
7165,Manuel Berg,5,1,5,11,High
37444,Brian Mclean,4,2,4,10,High
30160,Renee Ochoa,4,2,4,10,High
33798,Annette Cohen,5,2,4,11,High
20759,Angela Cole,5,1,5,11,High
4274,Teresa Whitaker,3,4,2,9,Med
1806,Nicole Richards,3,4,2,9,Med
19510,Suzanne Newman,1,2,4,7,Low
21043,Hannah Martin,4,2,4,10,High
40101,Diane Hughes,4,2,4,10,High
3883,Stephanie Lane DVM,1,5,1,7,Low
821,Heidi Goodman,3,3,3,9,Med
8324,Lance Ewing,4,2,4,10,High
26444,Scott Brady,2,3,3,8,Med
4194,Kathleen Wheeler,5,2,4,11,High
6207,Tracey Rowe,5,2,4,11,High
48746,Thomas Brown,2,5,1,8,Med
11028,Mr. Scott Campbell MD,4,4,2,10,High
41266,Christopher Franklin,4,2,4,10,High
33814,Amy Berry,3,2,4,9,Med
20636,Sara Montgomery,5,3,3,11,High
5807,Dean Steele,5,2,4,11,High
11130,Scott Allison,3,4,2,9,Med
13724,Sandra Smith,2,4,2,8,Med
22225,Robin King,4,4,2,10,High
32558,Charles King,2,4,2,8,Med
10171,Christopher Barnett,5,2,4,11,High
28663,Sarah Kelly,1,4,2,7,Low
16464,Tamara Horn,2,5,1,8,Med
16796,Timothy Smith,3,4,2,9,Med
23271,Kyle Brown,5,1,5,11,High
7279,Rachael Burns,4,3,3,10,High
2831,Mary Smith,3,5,1,9,Med
3065,Danielle Hernandez,4,2,4,10,High
21559,Anne Sanchez,1,5,1,7,Low
44834,Daniel Green,5,1,5,11,High
44357,Katherine Mcgee,4,2,4,10,High
24117,Katelyn Lewis,4,2,4,10,High
43468,Christopher Brennan,5,1,5,11,High
7853,Jennifer Gallagher,4,4,2,10,High
42680,Cynthia Hanson,3,3,3,9,Med
8060,Scott Castro,5,1,5,11,High
12055,Ethan Martin,5,2,4,11,High
32769,Logan Thompson,5,2,4,11,High
37840,Rita Sherman,2,4,2,8,Med
21689,Jason Mathis,4,2,4,10,High
2628,Jesus Wilson,3,2,4,9,Med
16213,Lori Young,5,2,4,11,High
5250,Anna Koch,4,3,3,10,High
39033,Amy Lewis,1,5,1,7,Low
43943,Kelly Farley,1,5,1,7,Low
21351,Annette Washington,4,2,4,10,High
10138,Jennifer Martinez,3,2,4,9,Med
17710,Clifford Cochran,1,4,2,7,Low
32898,Christine Sparks,5,1,5,11,High
48739,Jordan Aguirre,2,4,2,8,Med
46079,Kelly Lee,5,2,4,11,High
42592,William Brown,3,4,2,9,Med
19956,Mark Williams PhD,4,2,4,10,High
42704,Mr. Brian Garner,2,4,2,8,Med
41510,Richard Lee,5,1,5,11,High
31062,Lori Smith,3,2,4,9,Med
37622,Kevin Johnson,3,3,3,9,Med
38847,Zachary Chavez,4,3,3,10,High
6286,Kelsey Harper,2,4,2,8,Med
19576,Amy Lane,5,1,5,11,High
48783,Cindy Wright,2,4,2,8,Med
17546,Kevin Edwards,2,3,3,8,Med
17064,Jennifer Lopez,4,3,3,10,High
15540,Jacob Jones,2,3,3,8,Med
13365,Christine Smith,4,2,4,10,High
16533,Gregory Lopez,2,5,1,8,Med
27243,Ryan Barrett,1,5,1,7,Low
174,Linda Johnson,4,2,4,10,High
49701,Gary Rodriguez,1,5,1,7,Low
11734,Lisa George,5,1,5,11,High
23942,Rhonda Brooks,1,5,1,7,Low
26271,Steven Carter,1,3,3,7,Low
39473,Sarah Bennett,4,3,3,10,High
33564,Kyle Benjamin,1,5,1,7,Low
20509,Christopher Morris,3,2,4,9,Med
27248,Scott Edwards,5,2,4,11,High
35447,Paul Davidson,5,2,4,11,High
36666,Zachary Malone,3,3,3,9,Med
45442,Kimberly Coleman,3,5,1,9,Med
6653,Nicole Flores,4,2,4,10,High
32217,Carlos Jones,5,1,5,11,High
26396,Thomas Wilson,4,3,3,10,High
1578,Elizabeth Gonzalez,5,2,4,11,High
36219,Nathan Long,3,4,2,9,Med
745,Mark Gonzales,4,1,5,10,High
39431,James Hampton,1,4,2,7,Low
31631,Scott Wheeler,3,4,2,9,Med
18797,Thomas Murray DDS,4,2,4,10,High
47238,Evan Weaver,1,5,1,7,Low
42527,Travis Bennett,1,5,1,7,Low
13942,Stephen Henry,4,3,3,10,High
20623,Jack Kramer,4,3,3,10,High
18273,Stacey Bush,5,1,5,11,High
43508,Cynthia Holmes,4,2,4,10,High
22601,Thomas Gilmore,5,2,4,11,High
45486,Alan Robinson,2,3,3,8,Med
1201,Juan Mullins,2,5,1,8,Med
4639,Adam Marshall DDS,4,2,4,10,High
35006,Sarah Ramos,5,2,4,11,High
29595,Kelly Deleon MD,5,2,4,11,High
7508,Jade Guzman,3,4,2,9,Med
25803,Brian Jones,4,1,5,10,High
22454,Kristi Blackwell,2,5,1,8,Med
47277,Elizabeth Malone,2,5,1,8,Med
29607,Deborah Mcfarland,5,1,5,11,High
2588,Mary Espinoza,3,2,4,9,Med
31876,Luke Bennett,5,1,5,11,High
31248,Sandra Carter,5,2,4,11,High
36528,Kendra May,2,5,1,8,Med
48291,Katie Norris,3,4,2,9,Med
37829,Derek Williams,1,5,1,7,Low
47820,Andrew Green,1,5,1,7,Low
40718,Billy Clark,3,4,2,9,Med
5113,John Vazquez,3,4,2,9,Med
7200,Sean Brennan,4,3,3,10,High
3420,Heather Turner,5,1,5,11,High
2546,Keith Lopez,4,2,4,10,High
15161,James Young,3,2,4,9,Med
43617,Natasha Ross,1,5,1,7,Low
28902,Ryan Cooper,3,3,3,9,Med
46562,Robin Lopez,5,1,5,11,High
39733,Daniel Foster,2,4,2,8,Med
49954,Sandy Beasley,3,3,3,9,Med
33779,Marcus Massey,3,4,2,9,Med
37322,Jessica Hanson,3,4,2,9,Med
16258,James Perez,2,5,1,8,Med
20751,Catherine Rodriguez,4,4,2,10,High
46325,Matthew Johnson,2,5,1,8,Med
9161,Sarah Mejia,3,3,3,9,Med
39236,Derek Powell,1,5,1,7,Low
2618,Kelly Smith,5,1,5,11,High
43989,Jacqueline Robinson,5,2,4,11,High
14911,Edward Bright,2,5,1,8,Med
34133,Mrs. Megan Barnes,5,1,5,11,High
27685,Melissa Fuller,3,3,3,9,Med
35199,Kristen Nguyen,3,2,4,9,Med
3550,Martha Malone,5,1,5,11,High
10673,Jackie Le,2,4,2,8,Med
46728,Colton Lopez,2,3,3,8,Med
23403,Angela Cherry,1,5,1,7,Low
31850,Ernest Ball,4,2,4,10,High
1990,Larry Nunez,2,5,1,8,Med
47425,Michael Cooper,2,5,1,8,Med
39523,Tyler Smith,2,3,3,8,Med
37344,George Murray,3,2,4,9,Med
30531,Angelica Gibson,2,3,3,8,Med
29357,Miranda Stewart,4,2,4,10,High
34542,Melinda Peters,1,4,2,7,Low
5438,Nicholas Sanchez,3,2,4,9,Med
3367,Cory Anderson,2,3,3,8,Med
45270,Michael Love,3,2,4,9,Med
43074,Brandon Garza,2,5,1,8,Med
46108,Kevin Garza,3,3,3,9,Med
44050,Mackenzie King,3,2,4,9,Med
37688,Joshua Mendoza,2,3,3,8,Med
27773,Devin Herman,2,3,3,8,Med
41243,Kathryn Bass,1,4,2,7,Low
23458,Mary Clark,1,5,1,7,Low
3643,Betty Wang,3,3,3,9,Med
38221,Charles Davis,4,2,4,10,High
16822,William Luna,3,4,2,9,Med
15682,Jacob Miller,2,3,3,8,Med
33716,Allison Guerrero,4,3,3,10,High
17835,Megan Garcia,2,3,3,8,Med
17393,Nicholas Cunningham,2,4,2,8,Med
16766,James Burnett,5,2,4,11,High
26586,Stephanie Hunt,2,4,2,8,Med
44506,William Clarke,5,1,5,11,High
37392,Kelly Mcgee,3,2,4,9,Med
46481,Christine Rodriguez,2,3,3,8,Med
3438,John Hanson,4,2,4,10,High
31838,Daniel Hammond,4,3,3,10,High
47333,Thomas Green,3,3,3,9,Med
16183,Anita Williams,5,2,4,11,High
30046,Julie Campbell,1,5,1,7,Low
49124,Robert Hill,2,4,2,8,Med
23600,Thomas Kim,1,5,1,7,Low
49628,Amanda Bailey,2,5,1,8,Med
47293,David Shannon,3,5,1,9,Med
5291,Laura Bryant,3,2,4,9,Med
15367,Jon Santos,1,5,1,7,Low
7730,Carly Matthews,2,3,3,8,Med
21214,Hannah Newman,5,1,5,11,High
3102,Rachel Martinez,4,1,5,10,High
38008,Tracey Lopez,5,2,4,11,High
23410,Shannon Lee MD,3,4,2,9,Med
43102,Kathy Gonzalez,4,2,4,10,High
5527,Andrew Johnston,3,3,3,9,Med
1587,Melissa Thomas,2,2,4,8,Med
1835,Shelia Barry,3,3,3,9,Med
32643,Chase Hernandez,1,5,1,7,Low
18667,Eugene Howell,4,2,4,10,High
22968,Juan Vazquez,5,2,4,11,High
40584,Kathleen Nolan,2,4,2,8,Med
44250,Jessica Yates,5,1,5,11,High
40281,Alicia Knight,5,2,4,11,High
28157,Evelyn Zuniga,2,4,2,8,Med
22263,Joseph Thompson,1,3,3,7,Low
10865,Mary Burns,1,5,1,7,Low
31408,Kristi Lowery,1,5,1,7,Low
31164,Christopher Tucker,5,1,5,11,High
7686,Michael Chambers,1,3,3,7,Low
555,Michael Wilson,3,2,4,9,Med
35921,Helen Rodriguez MD,1,5,1,7,Low
42780,Sarah Cohen,1,4,2,7,Low
39961,Heather Travis,3,3,3,9,Med
23698,Dakota Griffin,1,5,1,7,Low
11782,Karen Taylor,4,1,5,10,High
10898,Faith Howell,4,2,4,10,High
16424,April Campbell,3,5,1,9,Med
16074,Tracy Andrews,4,2,4,10,High
14425,Rachael Jackson,5,2,4,11,High
8439,Carlos Allen,1,5,1,7,Low
37938,Nicole Andrews,4,1,5,10,High
43307,Ashley Randall,4,2,4,10,High
29822,Katherine Hayes,1,5,1,7,Low
40849,Patrick Haas,4,2,4,10,High
2515,George Sloan,1,5,1,7,Low
40333,Dean Smith,3,2,4,9,Med
32177,Alejandro Bruce,4,2,4,10,High
45463,Alan Crawford,4,2,4,10,High
17488,Jamie Burnett,2,4,2,8,Med
46576,Michael Wilkins,2,5,1,8,Med
4692,Lindsay Howell,4,3,3,10,High
7720,Christopher Burke,5,1,5,11,High
9278,Austin Smith,2,4,2,8,Med
24711,Andrea Armstrong,3,4,2,9,Med
4291,John Terry,4,2,4,10,High
21806,Kristen Burch,5,1,5,11,High
