customer_id,customer_name,customer_age,gender,order_count,orders_returned,total_churn,tenure_days,average_total_per_cart,total_qty_purchased,total_spent_historic
12625,Erica Chang,46,Male,5,0.0,0,1040,378.6,10,16202
30960,April Sampson,68,Female,7,3.0,7,1271,322.2857142857143,25,15819
46092,Kristin James,49,Female,9,5.0,0,1161,243.88888888888889,30,18812
29028,Valerie Harris,51,Male,7,3.0,0,1052,220.57142857142858,19,19073
35820,Eric Anderson,55,Male,1,1.0,0,0,64,2,3567
9153,Krista Small,23,Male,5,1.0,0,1121,196.2,15,9992
49483,Tiffany Gonzalez,62,Female,5,2.0,0,1276,296.2,11,13986
47094,Mr. Jeffrey Smith,31,Female,6,1.0,0,1024,247.66666666666666,9,17101
42907,Daniel Delacruz,45,Female,7,2.0,0,947,185.85714285714286,20,14292
12315,Suzanne Edwards,22,Female,1,0.0,0,0,88,4,4062
22901,James Bush,50,Male,5,2.0,0,857,296.2,21,8500
49708,Shannon Obrien,19,Male,7,3.0,0,1298,226,26,14860
720,Joseph Banks,22,Male,7,3.0,7,865,207.42857142857142,27,11054
44331,Dennis Harrington,46,Male,4,3.0,0,905,225.75,14,12180
2733,Kimberly Collins,39,Female,6,1.0,0,865,250.16666666666666,23,15239
17267,Matthew Bennett,28,Female,4,3.0,0,930,101.25,17,9432
19679,Autumn Edwards,64,Male,4,3.0,0,407,301.75,7,10305
5912,Benjamin Cunningham,35,Male,6,4.0,6,988,196.5,13,14992
14930,Richard Rodriguez,27,Female,4,3.0,0,1225,355,8,10744
49770,Kevin Cain,66,Female,7,4.0,0,798,290.14285714285717,26,21541
34446,Dawn Ortega,22,Female,3,1.0,0,829,246.66666666666666,8,8379
34821,Karen Sellers,35,Female,2,0.0,2,685,173,5,7948
5029,James Robinson,55,Male,1,,0,0,149,4,3358
25063,Fred Cain,24,Male,5,2.0,0,1165,309.8,12,4497
9903,Charles Evans,53,Female,3,1.0,0,752,301,8,7372
49430,Suzanne Moore,21,Male,6,3.0,0,1294,259.6666666666667,13,16562
42844,Darlene Smith,27,Female,6,3.0,0,1151,175.33333333333334,21,14107
18114,Rebecca Robinson,23,Female,7,2.0,0,484,200.57142857142858,26,20311
34920,Sharon West,18,Male,7,1.0,0,1022,287.57142857142856,21,17267
41360,Nancy Jefferson,47,Male,2,0.0,2,202,221.5,4,2128
3356,Linda Butler,42,Male,4,2.0,0,715,123,10,11575
46095,Eric Galloway,32,Female,5,4.0,0,1229,181.4,15,13010
43698,Ashley Peters,47,Male,9,5.0,0,1244,267.1111111111111,28,29404
33054,Tyler Sanchez,56,Male,2,0.0,0,190,381.5,6,4768
226,Alejandra Snyder,49,Female,2,1.0,0,144,395.5,2,7801
33551,Jill Mason,52,Female,2,0.0,0,1202,174.5,6,8400
14373,Robyn Gill,61,Female,2,1.0,0,276,241,2,5456
21154,Micheal Black,22,Female,4,2.0,0,855,225.75,9,12763
26868,Erik Patrick,56,Male,3,0.0,0,1144,289.6666666666667,11,8146
48990,Angela Mills,64,Male,6,2.0,0,1097,287.5,18,16774
7698,Raymond Trujillo,69,Female,3,1.0,0,668,194.66666666666666,8,3093
27400,Deborah Key,56,Female,3,1.0,0,1150,174.66666666666666,9,8215
16886,Scott Page,32,Male,5,2.0,0,849,186.2,18,13573
8058,Adriana Ramirez,34,Male,1,1.0,0,0,295,3,1300
32824,Mckenzie Collins,52,Male,1,0.0,1,0,324,5,4549
36216,Janet Hunter,33,Female,1,,0,0,274,4,2786
25138,Elijah Cook,50,Female,2,1.0,2,1073,170,2,3106
47424,Michael Martinez,25,Female,2,1.0,2,713,192.5,7,4960
31227,Beth Long,57,Male,3,1.0,3,981,184,9,11208
43257,Ashley Smith,50,Female,4,0.0,0,511,160.25,16,11519
29825,Brian Jones,48,Female,6,4.0,0,1064,291.3333333333333,18,12588
37339,Kurt Lowe,25,Male,4,1.0,0,585,225,15,9411
37215,Jesse Rogers,24,Male,1,,1,0,123,2,4650
42346,Julia Gonzalez,67,Male,1,0.0,0,0,154,1,2120
16148,Bryce Brock,25,Male,1,1.0,0,0,494,1,4015
47713,Megan Beard,29,Female,2,,0,1043,294,7,1915
32136,Jade Kim,34,Male,1,1.0,0,0,309,5,4260
20502,Laura Copeland,66,Male,5,2.0,0,941,114.8,14,15901
12670,Jessica Smith,28,Male,3,0.0,0,888,310,8,4957
9367,Amber Hayes,28,Female,2,0.0,0,532,346,6,4017
9809,Mary Krueger DVM,22,Male,5,1.0,0,1095,373.6,10,12526
37122,Michael Anderson,45,Male,6,1.0,0,1087,213.33333333333334,17,14330
47715,Adam Raymond,49,Female,3,0.0,0,836,163.66666666666666,7,8546
34770,Elizabeth Orr,40,Male,4,2.0,4,471,254,12,13124
33577,Karen Allen,31,Female,5,3.0,0,926,298.8,11,5901
15877,Laura Hubbard,55,Female,5,3.0,0,735,241.8,10,15143
38268,Diane Brown,31,Female,8,4.0,0,1173,171.5,20,32105
42090,Jonathan Heath,68,Male,6,2.0,0,526,207.83333333333334,13,16527
32863,Scott Perez,38,Female,2,0.0,0,174,281,8,5901
7031,Donald Bennett,44,Female,3,2.0,0,302,321.6666666666667,8,6310
40757,Elizabeth Edwards,53,Male,8,4.0,0,1018,373.75,19,26447
1801,Katherine Moore,33,Female,6,4.0,0,1270,207.83333333333334,19,11886
48118,Matthew Powell,35,Female,3,1.0,0,871,190,8,8835
14198,Heidi Brown,67,Male,5,2.0,0,1343,179.8,16,16412
24122,Richard Lowery,69,Female,7,1.0,0,1047,333.14285714285717,19,22553
37931,Jorge Mcdowell,50,Male,6,3.0,0,1018,144,22,19011
7433,Michael Woods,51,Male,10,5.0,0,1222,210,26,27196
48202,Isabella White,49,Male,9,4.0,0,1215,204,26,27160
33207,Michael Turner,60,Male,8,4.0,0,1125,309.75,32,20458
38688,Richard Rodriguez,63,Male,5,2.0,0,1229,243.2,12,10605
36390,Jody Rogers,37,Male,4,2.0,0,900,224.5,14,12963
2218,Virginia Lewis,45,Male,9,3.0,9,1216,309.6666666666667,19,21141
16914,Courtney Hall,39,Male,9,5.0,0,1157,276.55555555555554,32,15574
13788,Margaret Williams,24,Male,7,4.0,0,1172,321,25,14420
24254,Luke Castillo,45,Male,4,1.0,0,1153,262.5,9,7212
19640,Lori Chen,58,Female,6,3.0,0,1220,137.83333333333334,17,15770
11783,Mitchell Haas,41,Male,3,1.0,0,602,210,7,11910
8574,Kim Hanson,35,Male,7,3.0,0,1279,216.85714285714286,15,17287
32994,Ashley Mathis,32,Male,3,1.0,0,1252,253.33333333333334,9,3932
33813,Ashley Bullock,47,Female,9,3.0,0,1285,213.11111111111111,22,28862
32519,Derrick Adams,41,Female,4,1.0,0,544,189.25,12,9030
47426,Scott Thompson,68,Male,7,5.0,0,1036,247.57142857142858,24,14058
12932,Brian Sanford,22,Female,3,2.0,0,644,214.66666666666666,12,5421
25663,Brittany Sanchez,51,Male,6,0.0,0,962,233.16666666666666,19,12724
29092,Jane Kelly,69,Female,7,1.0,0,1238,375,27,23806
25415,Emily Cole,66,Female,6,1.0,0,1171,287.8333333333333,18,13141
7770,Laura Baker,63,Male,5,3.0,0,1189,184.8,19,13380
799,Christopher Elliott,53,Male,9,4.0,0,743,273.55555555555554,25,28005
15568,Kevin Baird,44,Male,3,0.0,0,698,290.6666666666667,12,6332
11774,Sarah Mckinney,31,Female,8,1.0,0,415,322.25,31,22408
48030,Erika Young,63,Male,5,2.0,0,981,308.2,10,7462
3990,Laura Prince,57,Female,10,4.0,10,1276,227.9,24,23462
18024,Stephanie Simon,63,Female,6,2.0,0,329,258.8333333333333,21,10684
49083,Jason Martinez,20,Female,5,2.0,0,1099,309.4,8,12167
24954,Amy Daniels,40,Female,4,2.0,0,391,296.25,13,10127
6142,Willie Smith,54,Female,11,5.0,0,563,279.3636363636364,33,27474
16143,Steven Moreno,24,Male,4,2.0,0,419,392.5,17,7860
9516,Bradley Kane,69,Female,3,2.0,0,372,156.33333333333334,10,8511
16884,Michael Rodriguez,61,Female,7,3.0,7,1166,237.85714285714286,23,24740
18639,Andrew Lopez,29,Female,6,3.0,0,1211,317,17,14943
26342,William Merritt,27,Male,6,2.0,6,947,163.66666666666666,11,14827
30239,Alexander Wilson,37,Male,9,6.0,0,908,278.3333333333333,27,26336
25822,Steven Sanford,46,Male,5,1.0,0,938,278.2,19,11565
38148,David White,53,Female,6,3.0,0,933,250.33333333333334,16,14316
888,David Davis,23,Male,2,0.0,0,607,324,3,5013
27615,Joshua Mejia,65,Female,4,1.0,4,1049,234.25,12,12170
35825,Luis Boyd,70,Female,5,2.0,5,527,298.2,18,4644
49661,Bonnie Hays,27,Male,4,2.0,4,961,226.5,12,11416
16127,Michael Davis,52,Female,5,1.0,0,1187,316.2,15,12707
37489,Tracy Simpson,56,Male,4,1.0,0,1227,209.5,14,9554
39154,Marisa Davidson,58,Male,5,2.0,0,799,274.4,17,10863
32089,Kevin Diaz,23,Female,5,4.0,5,1138,284.4,17,9095
17982,Katrina Williams,70,Female,1,1.0,0,0,277,3,3021
34980,Mary Thornton,67,Female,3,2.0,0,821,152.66666666666666,12,12203
24538,Brooke Patterson,62,Male,8,4.0,0,1126,308,19,25206
9292,Nichole Carter,50,Female,7,1.0,7,917,213.71428571428572,17,25435
33082,John Gibson,28,Male,6,1.0,0,685,313.8333333333333,17,14050
17588,Michael Cox,40,Female,3,2.0,0,364,299.3333333333333,6,10531
9948,Rebekah Mullins,33,Male,11,5.0,0,1181,244.9090909090909,35,31890
28075,John Garcia,34,Female,8,2.0,0,1176,315.5,21,23379
27206,Lisa Smith,56,Female,9,3.0,0,1087,223.33333333333334,35,21906
26307,Vanessa Brandt,51,Male,3,3.0,0,715,301.6666666666667,10,10525
19352,James Reyes,70,Male,7,3.0,0,1180,247.85714285714286,20,26998
8561,Laura Davis,54,Female,10,5.0,0,1211,308.4,34,24052
46115,Dana Ferguson,42,Female,5,2.0,0,1025,283.6,14,9909
44483,Stacy Jackson,66,Female,8,5.0,0,1177,251.75,17,22672
32630,Erika Herman,65,Female,8,5.0,0,1123,233.5,30,26906
29404,Tina Spencer,25,Female,6,1.0,0,1295,212,19,13077
3726,Dr. Emily Hill,56,Male,7,2.0,0,1149,234.42857142857142,11,24244
25372,Jason Hamilton,35,Female,3,0.0,0,1150,279,15,4640
44980,Michael Johnson,45,Male,5,4.0,0,1021,230.4,18,12161
37710,Sharon Lloyd,64,Male,8,4.0,8,1079,222.875,16,18150
38546,Zachary Reyes,57,Female,7,1.0,0,997,276.85714285714283,28,21083
26007,Jonathan Cruz,48,Male,3,1.0,3,206,245.66666666666666,10,11558
49356,Frank Johnson,27,Male,8,4.0,0,843,199.25,21,23926
18932,Dr. Courtney Ruiz,35,Female,3,2.0,3,1095,314.6666666666667,11,8379
3066,Marilyn Ellis,35,Female,5,2.0,0,995,264.4,14,13115
48894,Colleen Davis,70,Female,7,2.0,0,1108,221,27,15752
17004,Vicki Cruz,68,Female,6,4.0,0,858,201.33333333333334,13,17870
41886,James Brown,49,Female,6,3.0,0,1203,178.83333333333334,14,18776
3809,Kyle Mercer,31,Male,10,5.0,10,1109,232.2,32,36463
15083,Megan Jones,50,Female,4,1.0,0,873,234.5,11,11501
23130,Morgan Baker,23,Male,2,0.0,0,303,410,8,7771
11940,Beverly Schroeder,25,Male,8,6.0,0,1285,263.75,21,25048
2996,Mrs. Ashley Barry,50,Female,7,4.0,0,1214,268,26,22595
7958,Tabitha Bush,60,Male,8,3.0,8,655,183,20,17284
48506,Judith Pierce,24,Female,3,1.0,3,828,294,9,8947
31239,Mary Hopkins,68,Female,4,2.0,0,935,294.75,14,12089
20255,Linda Thompson,30,Male,3,0.0,0,157,270.6666666666667,10,6872
48178,Jordan Johns,31,Female,6,3.0,0,895,275.5,15,18842
39237,Tara Hernandez,18,Male,7,4.0,0,928,256.42857142857144,14,23309
203,Cassidy Rowe,57,Female,7,3.0,0,1033,175.42857142857142,24,17494
2080,Johnathan Weber,66,Female,4,1.0,0,806,312,10,11695
37312,Kathryn Buck,38,Male,3,2.0,0,591,203.33333333333334,9,9674
12855,Tammy Kennedy,56,Female,8,3.0,0,1087,264.625,23,27411
37784,Shawn Robertson,51,Female,10,4.0,0,1107,216.3,33,23404
31281,April Fisher,31,Female,5,2.0,0,521,273,17,15001
42893,Marie Brown,25,Female,8,3.0,8,1171,215.75,19,21536
4790,Russell Adkins,52,Female,4,2.0,0,402,356.5,15,8852
40441,Cameron Bauer,34,Female,3,1.0,0,1137,344,8,6380
16075,Sean Baker,54,Female,9,3.0,0,1084,349.22222222222223,26,21048
21566,Steven Suarez,50,Male,3,2.0,0,615,252.33333333333334,9,9267
38453,Mark Mckinney,32,Male,4,2.0,0,531,275.25,11,8437
20862,Brandy Nguyen,19,Female,6,2.0,0,948,266.5,20,10722
32850,Kevin Cunningham,30,Male,5,3.0,5,859,379.8,11,17506
17126,Brandi Mercer,51,Male,6,0.0,0,1152,222.16666666666666,14,18632
21696,Taylor Brooks,47,Male,4,1.0,4,862,315,10,10380
44672,Lisa Terry,49,Female,5,1.0,0,1231,256.6,14,15599
29021,Miss Audrey Burch MD,24,Female,4,0.0,0,904,196.25,11,7749
5272,Melinda Lewis,59,Female,4,2.0,0,928,280,14,11023
37086,Jennifer Lopez,23,Female,7,3.0,0,1247,217.57142857142858,27,11334
5843,Steven Jones,32,Female,4,2.0,0,691,267.75,13,8716
22291,Lindsay White,43,Female,5,2.0,0,1023,189,18,11268
39008,Johnny Marsh,62,Female,5,1.0,5,1213,266.2,14,16105
19993,Juan Chandler,51,Female,8,3.0,0,780,223.75,26,29440
21656,Margaret Leblanc,57,Male,3,2.0,0,146,448.3333333333333,13,7210
34427,Timothy Boyd,41,Male,8,4.0,0,978,307.375,19,19693
34217,Kathleen Henderson,60,Male,3,1.0,0,127,295,9,8406
22412,Mark Garcia,66,Female,6,4.0,6,233,270.8333333333333,18,18502
23845,Todd Armstrong,34,Male,6,4.0,0,1205,331.6666666666667,22,17420
21574,Donna Miller,50,Male,9,3.0,0,1323,371.8888888888889,30,16163
16194,Gerald Miller,21,Female,5,4.0,0,968,268.4,14,14939
15918,Colleen Schmidt,47,Female,7,1.0,0,1168,274.57142857142856,22,14823
44867,John Vance,61,Female,8,3.0,0,782,203.75,24,25058
25571,Angelica Jones,48,Male,9,3.0,0,679,222.77777777777777,26,20148
5926,Monica Dean,47,Male,6,1.0,0,1012,253.16666666666666,17,16903
1318,Dominic Robinson,26,Female,9,2.0,0,1122,208.88888888888889,29,20970
32627,Scott Wilson,23,Female,7,3.0,0,967,202.57142857142858,17,21330
16442,Amanda Coleman,51,Male,5,4.0,0,1054,285.8,15,10248
32888,Dylan Walker,48,Male,7,2.0,0,980,226.85714285714286,27,18340
24750,Mark James,45,Male,4,0.0,4,940,269.25,15,7736
4830,Kimberly Oliver,22,Male,3,1.0,0,1012,186.33333333333334,10,7246
25881,Natalie Lopez,50,Female,4,0.0,0,991,232.25,9,15416
43424,Cheryl Baxter,69,Male,9,3.0,9,1102,285,29,19452
18742,Michael Hess,25,Female,5,4.0,0,524,409.4,19,8634
37868,Lucas Becker,35,Female,5,1.0,5,912,154,14,10485
1154,Laura Villarreal,64,Male,5,4.0,0,830,237,15,14905
37947,Judith George,40,Female,4,1.0,0,662,212.25,14,13977
1828,Kathryn Smith,47,Male,5,2.0,0,1142,193.2,16,20977
39876,Anthony Rodgers,29,Male,7,3.0,0,687,262.14285714285717,21,15493
37707,Kayla Moore,25,Male,3,0.0,0,644,291.6666666666667,10,4363
24019,Angela Miller,45,Female,4,1.0,0,405,269.25,12,12868
26752,David Vasquez,66,Female,1,1.0,0,0,397,5,3633
44312,Lisa Sanchez,33,Female,4,1.0,0,363,339,7,10315
4447,Felicia Campbell DVM,45,Male,3,2.0,3,779,253.66666666666666,7,7879
13058,Tyler Perkins,40,Female,2,0.0,0,432,124,9,6244
29896,Mary Harris,29,Female,3,1.0,0,77,246.33333333333334,11,9398
17991,Timothy Friedman,39,Male,3,2.0,0,305,105.33333333333333,8,5066
16561,David Smith,57,Female,5,4.0,0,844,328.8,12,15019
31576,Jordan Hays,57,Male,5,3.0,5,733,392.4,14,11375
30617,Hannah Crawford,69,Female,7,3.0,0,1202,203.14285714285714,20,18084
35251,Steven Elliott,38,Female,6,2.0,0,1051,241.33333333333334,21,10430
25143,Anthony Perry,22,Female,6,3.0,6,1004,256.8333333333333,10,12535
19841,Debra Palmer,60,Female,5,3.0,0,831,168,14,8023
42,Ross Cowan,21,Male,3,2.0,0,375,100,9,6548
16865,Monica Carpenter,27,Male,7,2.0,0,1258,277.2857142857143,23,13528
21993,Joshua Case,51,Male,5,3.0,0,631,332,12,10761
5575,Cassandra Walker,62,Female,6,2.0,0,547,100.66666666666667,18,10240
30385,Travis Sims,36,Male,5,1.0,0,618,321.8,14,17111
31337,Matthew Brown,26,Male,8,4.0,0,890,296.5,20,17193
22617,James Hall,67,Female,5,1.0,5,977,292.8,15,14286
22807,Kevin Thomas,66,Male,2,1.0,2,216,81,6,2416
11395,Joshua Campbell,39,Female,3,0.0,0,916,131.66666666666666,6,8832
18514,Jeffrey Thomas,50,Female,6,4.0,0,611,219.33333333333334,18,12312
48270,Andrew Solomon,19,Female,5,2.0,5,911,196,16,9941
24928,Leonard Wilson,33,Male,6,3.0,0,1153,316.3333333333333,12,15777
1850,Mario Gomez,28,Male,2,1.0,0,92,199.5,6,5984
2110,Marie Shah,56,Male,3,1.0,0,488,287.6666666666667,8,11315
47872,Timothy Mitchell,62,Female,6,3.0,0,1114,326.1666666666667,14,11825
48134,Melinda Goodman,51,Female,3,2.0,3,40,357.6666666666667,9,8996
9417,Patrick Gonzalez,70,Male,7,1.0,0,1023,317,21,23935
38735,Robert Ball,22,Male,7,2.0,0,1138,255.85714285714286,20,22990
34813,Pamela Washington,40,Male,6,2.0,0,894,249.66666666666666,19,8389
36810,Richard Mason,49,Female,3,1.0,0,73,258.6666666666667,6,9225
46424,Veronica Hall,30,Female,7,0.0,0,1175,254.42857142857142,26,19873
2293,Ronald Wolfe,39,Female,7,2.0,0,1129,289.57142857142856,25,21004
29013,Rebecca Keller,58,Female,5,2.0,0,1192,325.4,18,19428
5298,Jaime Lee,29,Female,4,2.0,0,678,150.5,12,13241
34507,Hannah Peterson,65,Male,7,5.0,7,435,290.42857142857144,27,15163
12739,Todd Crawford,57,Female,5,1.0,0,958,207.6,14,12793
4867,Trevor Ryan,48,Male,6,2.0,0,1260,354,23,16892
13874,Marcus Greene,61,Female,8,4.0,0,823,340.625,22,25068
207,Anthony Ware,29,Male,2,2.0,0,778,83,2,8113
25528,Margaret Allen,56,Female,6,5.0,0,1173,292.1666666666667,25,17450
13275,Steven Sanchez,22,Female,7,1.0,0,782,255.85714285714286,22,13220
34823,Melissa Robertson,61,Male,4,1.0,4,908,286,11,9453
17677,James Smith,55,Female,4,2.0,0,966,315.75,10,13974
35707,Shawn Stone,34,Male,7,3.0,0,821,304.85714285714283,20,22268
27591,Cindy Rodriguez,29,Female,5,3.0,5,1067,205.8,19,10380
39840,Jonathon Smith,34,Male,6,4.0,6,947,276.5,21,14497
15704,Francisco Nunez,47,Female,5,1.0,0,515,155,12,19680
24005,Sabrina Hill,26,Male,5,3.0,5,1041,263.4,15,12707
17850,Bruce Johnson,31,Male,6,2.0,0,843,207.66666666666666,19,16104
2377,Nicole Bailey,47,Male,6,3.0,0,1088,236.16666666666666,15,17765
25340,Miranda Hamilton,22,Male,3,1.0,0,682,291.6666666666667,6,3926
12979,Sharon Murray,68,Female,6,4.0,6,1042,228.16666666666666,15,12327
1422,Rodney Navarro,49,Female,5,1.0,0,984,243,19,6261
35748,Ryan Hickman,57,Female,9,4.0,0,1220,214,27,23827
25386,James Carroll,61,Female,5,4.0,5,1045,201,13,13222
197,Samuel Hoffman,31,Male,5,3.0,0,1033,292.2,12,16963
42855,Keith Mccall,47,Female,6,2.0,0,1004,168.66666666666666,14,19361
23958,Joseph Wolfe,18,Male,6,2.0,0,870,227.33333333333334,18,12006
39436,Amy Cohen,41,Male,9,3.0,9,1224,215.22222222222223,22,26159
19857,Shane Taylor,36,Male,3,0.0,0,489,161.33333333333334,10,10807
33305,Christopher Stephens,43,Male,3,2.0,0,426,126.33333333333333,10,5754
46855,Tyler Foley,24,Female,10,2.0,0,980,267.5,23,36804
6150,Dorothy Ewing,31,Female,7,3.0,7,1011,267.42857142857144,19,19126
14799,Tracey Hatfield,47,Female,8,3.0,0,1193,269.625,21,11005
36213,Austin Chavez,70,Female,9,6.0,0,990,280.3333333333333,26,21353
32572,Anthony Kemp,53,Male,7,1.0,0,885,255.57142857142858,18,16047
2599,Mario Hoffman,25,Female,4,3.0,0,107,245.5,13,10447
36657,Daniel Rasmussen,26,Male,4,2.0,0,917,340.5,10,6517
37242,Angela Lopez,36,Female,2,0.0,0,234,402.5,7,6583
2900,Bruce Powell,53,Male,5,0.0,0,1013,237.4,17,12694
2785,Michelle Merritt,36,Female,3,2.0,3,945,252.66666666666666,8,7780
12983,Tiffany Rhodes,56,Female,5,1.0,0,793,198,9,11929
47474,Billy Smith,21,Female,7,2.0,0,896,168.71428571428572,23,17019
39290,Amanda Gardner,52,Male,6,1.0,0,856,186.33333333333334,17,13483
24908,Rebecca Alvarez,43,Female,4,2.0,0,897,254.5,16,8407
13311,Anna Lowery,26,Female,1,0.0,1,0,309,3,4499
35387,Lisa Snyder,58,Male,4,3.0,0,1038,220,11,15008
32096,Brian Griffin,37,Female,6,3.0,0,1051,237.16666666666666,17,12543
29710,Charles Woodward,46,Male,7,4.0,0,1005,161.57142857142858,23,25369
37936,April Brown,41,Female,9,5.0,0,902,296.77777777777777,27,20076
44363,Edward Conrad,48,Female,8,3.0,0,1096,231.375,25,16997
20773,Elizabeth Jenkins,24,Male,2,1.0,0,186,101,6,7666
44932,Sheryl Davis,68,Female,7,3.0,0,845,245.42857142857142,27,15897
41935,Elizabeth Kelly,60,Male,4,0.0,0,938,299,11,9524
17878,Kimberly Edwards,45,Male,6,3.0,0,731,363.5,21,11793
48571,Pamela Turner,49,Male,6,1.0,0,983,258,14,19859
28945,Christopher Key,33,Female,3,3.0,3,725,284,5,8841
35645,Michael Young,19,Female,4,0.0,4,660,280,9,12962
46568,Cheryl Petty,40,Female,8,2.0,8,1109,311.875,28,18912
27873,Jay Collins,41,Female,6,4.0,0,973,351.8333333333333,24,13874
44121,Emily Robbins,44,Male,3,1.0,0,1006,245.66666666666666,7,7027
21510,Joanna Russell,18,Female,4,3.0,0,708,235.5,13,13318
20372,Kristen Allen,37,Male,5,1.0,0,739,287,10,16459
34268,Morgan Barron,35,Male,6,2.0,0,1020,236.66666666666666,17,11961
1715,Jason Miller,37,Male,9,4.0,9,1066,258.22222222222223,22,22845
836,Daniel Edwards,42,Male,6,2.0,0,919,174,27,22206
34438,Jeffrey Chavez,56,Female,7,2.0,7,733,236.71428571428572,16,24285
9067,Richard Peterson,32,Female,8,4.0,0,1134,158.375,20,25492
38175,Angela Smith,39,Male,6,3.0,0,1217,261.8333333333333,17,14848
7436,Mark Thomas,65,Female,6,2.0,0,1091,180,14,15418
27718,Christopher Palmer,34,Male,5,2.0,0,983,247.4,19,14830
26519,Harry Ryan,39,Male,5,1.0,0,672,268.4,10,9333
46002,Nicholas Collins,45,Female,2,,0,107,373.5,9,7860
15474,Andrea Lambert,25,Female,4,2.0,0,809,294.25,15,12529
5801,Justin Le,39,Female,5,2.0,5,1258,347.6,12,19950
47499,Audrey Sanders,27,Female,4,3.0,0,522,363.75,14,10184
4241,Michelle Hunter,44,Male,3,2.0,0,788,305.6666666666667,5,10775
24829,Steven Carter,66,Male,5,3.0,0,857,211.4,12,15155
14380,Andrew Campos,62,Female,3,0.0,3,575,78,8,11538
10776,Rebecca Hansen,40,Female,3,2.0,0,871,271,14,6965
34012,Brian Jones,57,Female,4,2.0,4,1015,231.75,14,8792
31515,Pam Benson,25,Female,5,2.0,0,540,225,13,13785
33278,John Phillips,33,Male,7,3.0,0,1157,344.85714285714283,27,21452
25457,Shannon Gutierrez,26,Female,9,5.0,0,1082,286.44444444444446,26,22619
12719,Kevin Simpson,19,Male,6,3.0,0,1252,342.6666666666667,21,10918
43908,Timothy Evans,28,Female,2,1.0,0,519,94.5,5,9205
7170,Renee Smith,29,Female,2,0.0,0,1044,202,6,3322
27194,Melinda Martin,23,Female,6,3.0,6,928,232.66666666666666,15,9070
16602,Amanda Coleman,62,Male,4,1.0,0,796,176.5,9,11150
7910,Steven Monroe,31,Male,6,2.0,0,1144,327.5,20,14993
2491,Amanda Ramirez,23,Male,3,1.0,0,292,376.6666666666667,6,12249
13196,Kyle Bridges,64,Female,6,2.0,0,912,348,18,24676
2400,Alexa Weeks,20,Male,6,3.0,0,1159,203.83333333333334,23,15552
49465,Amy Davis,21,Female,5,2.0,0,1176,202.8,13,11193
23254,Kenneth Griffith,65,Male,6,4.0,0,691,196.33333333333334,16,18119
41162,Keith Jensen,27,Male,3,2.0,0,1183,306.3333333333333,14,5629
41042,Richard Garza,46,Male,9,5.0,0,810,233,33,24382
43042,Rhonda Spencer,35,Female,5,0.0,0,1169,261.4,19,21938
2586,Nancy Edwards,28,Male,1,0.0,0,0,105,1,270
409,Brittany Villanueva,47,Female,6,3.0,0,1279,291.1666666666667,16,9498
45695,Jason Chapman,27,Female,6,2.0,0,1089,226,19,13281
30016,Mason Russell PhD,68,Male,5,2.0,5,619,188.8,12,14501
24160,Danielle Miller,18,Male,3,0.0,0,217,181.33333333333334,13,6378
1830,Scott Pacheco,51,Male,4,3.0,0,889,170.75,15,15466
47730,Ashley Jones,24,Male,5,3.0,0,628,179.2,10,17698
44651,Keith Walker,59,Male,5,3.0,0,1008,278,20,12113
13232,Sheena King,28,Female,3,2.0,0,607,271.3333333333333,15,8344
165,Scott Hunt,60,Female,3,1.0,0,1064,192,9,6881
42271,Patricia Barker,49,Female,4,2.0,0,1087,226.5,13,11553
24325,Christopher Jones,62,Female,3,1.0,0,617,220.66666666666666,11,7508
18319,Ann Ewing,44,Female,6,4.0,0,1263,204.83333333333334,15,15043
49340,Destiny Austin,22,Female,4,0.0,0,648,293.75,12,12334
1821,Theresa Johnson,61,Female,2,1.0,0,389,216,5,9327
39259,David Williams,69,Female,2,1.0,0,452,412.5,3,4096
49999,Albert Erickson,51,Female,2,1.0,0,576,143,4,6984
44020,Jessica Johnson,37,Female,4,3.0,4,768,281,12,9658
22297,Justin Lucas,25,Male,6,2.0,0,1152,354.8333333333333,20,14767
21389,Amy Baker,61,Male,3,2.0,0,382,181.33333333333334,12,8021
37219,Denise Bruce,48,Male,4,1.0,0,1044,220.75,9,11929
49028,Erin Barnett,45,Female,10,2.0,0,1267,140.6,30,27578
46436,Teresa Green,37,Female,5,2.0,0,874,176.6,13,11393
6708,Katelyn Barker,19,Female,3,0.0,3,330,299,5,5282
40969,Douglas Hernandez,63,Female,2,2.0,0,456,206,3,4463
24643,Heidi Simmons,34,Male,5,1.0,0,1001,197.2,15,10622
18573,Felicia Reed,33,Male,5,0.0,0,911,355.6,17,17776
730,Debra Carney,30,Female,4,2.0,0,936,179.25,16,11641
9877,Kimberly Rodriguez,22,Female,4,1.0,0,1128,270,14,10558
25444,Lisa West,54,Female,3,2.0,0,124,213.66666666666666,9,10960
19347,Victor Davis,69,Male,7,3.0,7,910,266.7142857142857,23,20956
15016,Michelle Harrison,69,Male,5,2.0,5,1136,382,22,13914
2762,James Perez,55,Female,5,3.0,0,931,186.6,19,16439
24327,Kimberly Fischer,54,Male,7,1.0,0,1240,304.42857142857144,23,19126
32383,Rebecca Mendez,25,Male,6,2.0,0,596,355.5,13,23968
37816,Aaron Ford,32,Male,5,2.0,0,1269,109.4,11,15910
48175,Daniel Valencia,40,Male,4,1.0,0,827,331,13,11053
