customer_id,customer_name,customer_age,gender,order_count,orders_returned,total_churn,tenure_days,average_total_per_cart,total_qty_purchased,total_spent_historic,payment_creditcard,payment_debit,payment_crypto,payment_paypal,payment_cash,cat_electronics,cat_home,cat_clothing,cat_books
24229,Bradley Vasquez,45,Female,6,3.0,0,1214,261.1666666666667,13,10171,2,0,2,1,1,2,1,1,2
29332,Roger Mcgee,43,Female,4,4.0,0,556,163,11,13944,0,0,0,1,3,1,2,1,0
32906,Jeffery Knapp,66,Female,9,4.0,0,1182,275.44444444444446,23,21856,4,0,0,5,0,4,1,0,4
21639,Adrian Waters,69,Female,7,3.0,0,1264,210.42857142857142,20,21789,0,0,1,3,3,2,1,3,1
20721,David Nichols,67,Male,6,4.0,0,1103,299.8333333333333,22,18044,1,0,2,0,3,1,0,3,2
19481,Christine Lopez,29,Female,2,1.0,0,859,195,4,2706,1,0,0,1,0,1,0,0,1
8143,Terri Thomas,43,Male,7,2.0,7,924,341,22,25946,4,0,1,2,0,2,2,1,2
23414,Sharon Reyes,29,Female,6,3.0,0,1312,228.5,16,19648,4,0,0,1,1,0,3,3,0
6012,Karen Duffy,67,Female,3,3.0,0,640,347.6666666666667,9,7071,1,0,0,2,0,1,1,0,1
48896,Nicholas Anderson,65,Male,5,1.0,0,1025,307.6,15,16452,2,0,0,1,2,2,1,1,1
12574,Jerry Williams,22,Male,3,1.0,0,706,290.6666666666667,10,5453,0,0,0,2,1,1,2,0,0
36760,Brian Alvarado,69,Female,3,1.0,0,1096,259.6666666666667,10,11613,1,0,0,2,0,1,0,0,2
1529,Cindy Burnett,67,Male,2,1.0,2,1140,158,5,8723,1,0,0,0,1,0,1,0,1
29576,Nicole Walker,34,Female,7,2.0,0,803,217.14285714285714,20,21338,0,0,1,4,2,0,2,0,5
18510,Timothy Simon,56,Female,6,3.0,0,561,274.5,22,22771,2,0,1,2,1,1,1,0,4
2131,Theodore Evans,47,Male,8,4.0,0,1207,248.375,23,25485,4,0,0,3,1,1,3,1,3
2862,Megan Thomas,34,Male,4,3.0,0,523,239,14,8955,0,0,0,1,3,1,2,1,0
38390,Dawn Fitzpatrick,23,Male,4,2.0,0,929,200,6,9383,2,0,1,1,0,1,2,0,1
12129,Stacy Roman,51,Female,6,4.0,0,1017,285.6666666666667,13,23440,3,0,0,2,1,1,1,1,3
32454,Jodi Lopez,26,Male,6,1.0,0,933,225,16,18263,2,0,2,1,1,2,1,1,2
40272,James Torres,55,Female,6,1.0,0,1007,231,22,19028,3,0,1,2,0,2,0,3,1
22437,Teresa Gonzalez,24,Female,2,1.0,0,680,256,6,7351,1,0,0,1,0,1,0,1,0
17601,William Chang,70,Female,6,3.0,0,797,172.83333333333334,14,10899,1,0,0,4,1,0,0,2,4
29746,Zachary Perez,54,Female,6,2.0,0,1099,237.16666666666666,15,17897,4,0,0,2,0,0,4,2,0
22116,Haley Long,62,Female,6,3.0,0,1059,203.83333333333334,18,18579,4,0,1,1,0,1,1,1,3
2183,Jill Short,20,Male,7,5.0,7,1232,225.42857142857142,25,17704,2,0,0,2,3,0,3,1,3
49152,Lucas Jones,44,Male,5,2.0,0,1252,235,19,11077,2,0,0,2,1,1,1,1,2
687,Sandra Gallegos,48,Male,4,1.0,0,718,360.75,15,10454,3,0,0,1,0,1,1,1,1
30722,Mark Davis,44,Male,2,2.0,0,822,184,4,5181,2,0,0,0,0,0,1,1,0
36909,Toni Lewis,23,Male,6,2.0,0,1304,342.3333333333333,15,20490,1,0,0,2,3,2,2,1,1
14989,Lisa Armstrong,58,Female,6,2.0,0,1006,260.1666666666667,14,17396,2,0,0,3,1,2,1,2,1
10098,Susan Morrison,24,Female,4,2.0,0,898,226.5,10,12031,1,0,0,1,2,0,1,2,1
1005,Amanda Jones,26,Female,3,1.0,0,154,373.6666666666667,5,5527,3,0,0,0,0,1,0,1,1
41040,Matthew Mercado,50,Female,3,0.0,0,1328,327.6666666666667,9,7595,1,0,1,1,0,0,0,0,3
29582,Michelle Jackson,24,Male,4,2.0,0,1159,376.25,13,15137,0,0,1,1,2,1,1,1,1
39490,Aaron Kaiser,69,Female,4,1.0,0,840,267,9,9198,1,0,0,2,1,1,0,1,2
11316,Julie Cardenas,33,Female,4,1.0,0,1245,315,16,14058,2,0,0,0,2,1,1,1,1
33664,Ronald Washington,34,Male,4,2.0,0,1091,260,11,11782,1,0,0,1,2,2,0,0,2
5789,Nicholas Oliver DVM,68,Male,5,2.0,0,775,267,18,11233,3,0,1,1,0,2,1,1,1
14241,Antonio Price,28,Male,11,4.0,11,1051,329.90909090909093,38,32959,3,0,2,4,2,2,4,3,2
10248,Scott Miller,35,Male,4,2.0,4,471,227.5,12,11957,1,0,0,3,0,0,2,1,1
15001,Stephen Bailey,48,Male,2,1.0,0,425,261,8,1547,0,0,0,2,0,0,0,1,1
10024,Gary Thompson,39,Female,6,3.0,0,793,216.66666666666666,20,16617,2,0,1,2,1,0,1,1,4
23369,Paul Thompson,23,Female,3,2.0,3,397,145,8,11874,2,0,1,0,0,0,1,0,2
43502,Laura Park,33,Male,4,1.0,4,1069,309.25,10,12613,3,0,0,1,0,1,1,2,0
25943,Jason Harris,28,Male,3,2.0,0,755,270,7,9837,2,0,0,0,1,0,0,3,0
10969,Justin Nguyen,33,Female,3,0.0,3,242,324,6,9698,1,0,0,2,0,0,0,3,0
3213,Willie Wyatt,67,Female,8,3.0,0,1172,225.5,19,23700,6,0,0,2,0,1,0,2,5
34229,Emily Lara,40,Female,4,1.0,0,669,217.25,12,12303,2,0,0,1,1,1,0,1,2
3098,Bonnie Meza,58,Male,3,0.0,0,71,353.3333333333333,12,10838,1,0,0,1,1,0,0,1,2
1011,Lindsay Carter,53,Female,6,1.0,0,322,382.5,14,19582,2,0,0,1,3,1,1,2,2
47689,Christopher Rodriguez,40,Male,2,2.0,0,11,234,7,1894,0,0,0,1,1,0,1,0,1
14667,Samantha Lam,56,Male,8,2.0,0,1254,217.875,23,16269,3,0,1,2,2,2,2,2,2
1320,Lisa Kerr,57,Female,8,3.0,0,1195,287.125,25,13465,1,0,1,3,3,0,4,2,2
48468,Joseph Fox,30,Male,8,3.0,0,1181,253.625,26,19191,4,0,0,1,3,0,1,3,4
36442,Jesse Ray,28,Female,8,3.0,0,964,256.5,30,14930,5,0,1,2,0,2,3,2,1
40533,Valerie Taylor,69,Male,7,5.0,0,1281,184.71428571428572,24,25280,0,0,0,3,4,3,0,2,2
27612,Thomas Brown,18,Female,5,2.0,0,994,357.4,15,19708,1,0,1,1,2,1,1,2,1
2321,Donna Wilkins,18,Female,8,2.0,0,1150,179.5,31,24592,2,0,0,2,4,2,1,3,2
29116,Victoria Lawrence,30,Female,4,0.0,0,707,228,8,11432,1,0,0,1,2,0,2,0,2
19350,Heidi Carter,44,Female,6,4.0,0,535,232,21,7810,3,0,0,2,1,0,1,3,2
4115,Valerie Robbins,59,Male,7,3.0,0,850,226.85714285714286,19,16932,2,0,0,2,3,1,1,1,4
28992,Jerry Duran,29,Female,8,3.0,0,1244,282.25,17,23137,3,0,0,4,1,3,2,2,1
36980,Jessica Cook,48,Female,4,0.0,0,1196,219.5,10,8883,1,0,1,1,1,0,0,3,1
49927,Christine Jones,44,Male,3,1.0,0,895,157.33333333333334,9,11911,1,0,0,2,0,0,2,1,0
17591,Jonathan Lopez,51,Female,5,3.0,0,1174,201.2,18,16144,1,0,2,1,1,0,2,2,1
34836,Austin Patterson,32,Male,6,0.0,6,1101,221.66666666666666,17,19570,5,0,0,0,1,1,0,1,4
40173,April Hawkins,32,Female,8,5.0,0,828,247,20,26125,2,0,0,4,2,1,4,1,2
5236,Steven Brown,63,Female,5,3.0,0,605,279,16,16257,0,0,3,2,0,0,2,1,2
20247,Dennis Nichols,57,Male,5,2.0,5,1253,223.2,14,12256,3,0,1,1,0,1,0,1,3
18076,Bradley Wise,34,Male,4,1.0,4,1041,335.25,8,9297,2,0,0,0,2,0,0,4,0
12529,Whitney Medina,64,Female,15,5.0,0,1114,268.3333333333333,55,35671,4,0,1,7,3,2,3,3,7
4090,Paula Noble,56,Male,3,1.0,0,332,221.33333333333334,7,7982,1,0,1,0,1,1,1,0,1
41419,Jeanne Chavez,55,Female,5,2.0,0,543,304.2,15,14640,3,0,0,1,1,1,1,2,1
34606,Pamela Willis,30,Male,2,2.0,0,533,361.5,6,7178,1,0,1,0,0,0,0,1,1
11000,Alisha Mccullough,25,Male,5,1.0,0,943,184.8,13,16550,1,0,0,3,1,1,1,2,1
8290,Anita Gould,41,Male,4,1.0,0,1007,375.5,11,14775,1,0,0,0,3,2,1,1,0
2927,David Cross,60,Male,8,4.0,8,883,200.5,25,29161,3,0,2,1,2,0,2,2,4
25516,Zachary Murray,45,Male,7,2.0,0,435,224.28571428571428,20,15266,2,0,0,3,2,2,2,3,0
22730,William Gonzalez,61,Male,4,1.0,0,501,313.25,14,11048,1,0,1,2,0,1,1,1,1
5156,Brian White,35,Male,9,4.0,9,1113,205.22222222222223,16,19396,1,0,1,7,0,2,4,1,2
12810,Kimberly Krause,51,Female,2,0.0,0,227,80,7,4796,0,0,1,1,0,0,0,1,1
32172,Gwendolyn Bell,48,Female,6,2.0,0,1209,372,23,12066,2,0,1,2,1,2,0,2,2
15728,Melissa Anderson,48,Female,8,1.0,0,1091,239.375,27,25193,3,0,2,3,0,1,0,4,3
12193,David Sanchez,54,Male,5,3.0,5,891,266.2,16,15833,3,0,0,0,2,1,0,1,3
6173,Marc Carter,50,Male,7,4.0,7,1186,361.7142857142857,17,19116,2,0,1,3,1,1,2,3,1
12461,Erika Lewis,63,Female,11,8.0,11,1148,212,28,31377,4,0,2,3,2,3,1,5,2
25436,Audrey Gonzalez,41,Male,11,3.0,0,1241,216.8181818181818,37,33003,3,0,0,4,4,4,1,3,3
27183,Bryan Matthews,19,Male,5,3.0,0,811,267.4,11,10736,1,0,1,2,1,0,3,2,0
27034,Warren Delgado,45,Male,7,4.0,7,1039,313.42857142857144,27,24848,4,0,1,0,2,1,0,2,4
20110,Jeremy Webb,56,Female,7,6.0,7,778,167.14285714285714,22,23218,4,0,0,0,3,1,2,2,2
49371,Randy Kent,41,Male,3,2.0,0,965,205.33333333333334,9,8360,3,0,0,0,0,1,0,2,0
39782,Luke Mercado,63,Male,5,1.0,0,847,204.6,18,12588,1,0,0,3,1,0,0,4,1
3441,Wanda York,28,Male,4,0.0,0,503,242.5,9,15905,0,0,0,1,3,0,2,2,0
44827,Thomas Ward,18,Female,3,1.0,3,462,251.33333333333334,13,8149,2,0,0,1,0,0,0,3,0
25919,Paul Smith,27,Female,6,1.0,6,536,306.5,21,14401,3,0,1,0,2,1,3,2,0
29308,Kelsey Valenzuela,60,Female,13,5.0,0,1142,243.84615384615384,30,38598,8,0,0,4,1,4,1,6,2
35932,David Perkins,55,Male,4,2.0,0,504,261,11,15959,3,0,0,0,1,0,1,2,1
10635,Mark Ramsey,63,Male,4,3.0,0,945,247,13,11256,1,0,0,2,1,1,3,0,0
26654,Steven Hill,69,Female,6,2.0,0,1215,211,19,11374,2,0,0,2,2,2,1,2,1
40673,Jody Lambert,18,Male,3,0.0,0,872,362.3333333333333,5,13207,2,0,0,1,0,0,1,2,0
47524,Jasmine Marsh,64,Male,5,1.0,0,1241,305.2,19,13136,3,0,0,2,0,1,1,1,2
4405,Amanda Green,26,Female,5,1.0,5,969,409,12,11566,2,0,0,2,1,0,1,1,3
3048,Jennifer Swanson,48,Female,5,1.0,0,819,207.8,10,12711,2,0,2,0,1,0,3,0,2
11699,John Hernandez,29,Female,3,1.0,0,492,259.3333333333333,12,6842,0,0,0,2,1,0,1,1,1
23699,Anna Morton,23,Female,8,2.0,8,1107,291.625,30,25404,3,0,0,3,2,3,1,2,2
33380,Carl Cannon,40,Female,4,3.0,0,126,333.5,10,12136,1,0,0,2,1,0,0,1,3
37768,Thomas Russell,34,Female,3,1.0,0,375,343.6666666666667,7,11481,2,0,1,0,0,0,0,3,0
19245,Jill Brown,29,Female,3,0.0,0,198,275.3333333333333,12,9574,1,0,0,1,1,1,0,1,1
44222,Dr. Terri Garcia,24,Female,5,3.0,0,962,191,16,13280,1,0,1,2,1,2,1,2,0
3775,Melissa Gonzalez,23,Male,5,0.0,0,744,263.2,13,12403,1,0,1,2,1,2,0,1,2
27477,Charles Johnson,36,Male,10,5.0,10,939,146.5,25,29697,4,0,0,4,2,2,1,4,3
37255,Jamie Bennett,30,Male,3,0.0,3,504,147.66666666666666,13,9619,1,0,0,1,1,2,0,0,1
37761,Christian Baker,20,Female,3,1.0,3,463,186.33333333333334,11,8677,2,0,0,0,1,1,0,0,2
42595,Eddie Benson,35,Female,7,2.0,0,1038,247.42857142857142,18,23754,4,0,2,1,0,1,0,2,4
9929,Chelsea Brewer,26,Male,8,4.0,0,1032,210.25,24,17560,2,0,1,3,2,1,0,4,3
28729,Eric Black,63,Male,5,2.0,0,1154,165.8,15,10530,1,0,1,2,1,2,0,0,3
27299,Jessica Henry,24,Male,4,3.0,0,589,305.75,16,6764,2,0,0,2,0,1,0,3,0
23145,Holly Williamson,37,Female,3,1.0,0,449,165.66666666666666,3,6479,1,0,0,1,1,0,2,0,1
34383,Steven Taylor,29,Male,4,2.0,0,1026,292,12,6874,2,0,0,2,0,0,0,4,0
38878,Sean Davis,70,Male,2,1.0,0,945,303.5,6,7040,0,0,0,1,1,0,0,1,1
33623,Jacob Patel,58,Female,4,0.0,0,662,260.75,10,11239,2,0,1,1,0,2,0,2,0
27729,Sharon Brock,65,Male,7,2.0,0,1118,205,12,26780,3,0,0,3,1,0,0,3,4
11861,Trevor Richardson,47,Male,2,1.0,0,954,278,4,7744,0,0,1,0,1,1,0,1,0
6649,Rick Sawyer,36,Female,3,0.0,0,533,349.3333333333333,5,7645,1,0,1,1,0,0,1,2,0
5465,Karen Myers,38,Female,3,3.0,0,1029,82.33333333333333,10,8344,2,0,0,0,1,1,1,0,1
7789,Kimberly Jones,32,Female,5,2.0,0,1165,336.2,14,15155,2,0,1,2,0,1,1,1,2
34536,Teresa Ferrell,43,Male,4,0.0,0,667,213.75,11,4955,1,0,0,2,1,0,1,1,2
4265,Scott Sullivan,68,Male,6,2.0,0,1210,304.1666666666667,12,13149,2,0,0,2,2,0,2,3,1
2997,Barry Anderson,33,Male,3,2.0,3,171,202.66666666666666,8,9809,1,0,0,2,0,1,0,2,0
11030,Carolyn Walker DVM,45,Male,4,2.0,0,856,381.5,16,11592,1,0,1,2,0,1,2,0,1
15611,Mark Edwards,70,Female,1,,0,0,451,3,536,0,0,0,1,0,1,0,0,0
13457,Monique Garcia,70,Male,6,1.0,0,1210,244,24,18659,2,0,0,3,1,2,1,0,3
19735,Taylor Barrett,51,Female,4,1.0,0,1222,303.5,11,13112,3,0,0,0,1,0,2,0,2
48867,Nancy Rose,42,Male,4,3.0,0,947,236.25,8,11367,1,0,0,2,1,1,1,1,1
28449,Eugene Adams,22,Male,8,4.0,0,1131,192.625,27,24897,4,0,0,0,4,0,2,2,4
18621,Brian Wu,55,Female,2,1.0,0,407,287,7,3275,0,0,0,2,0,0,1,1,0
23399,Andrea Velazquez,36,Male,4,3.0,0,502,259,12,13599,1,0,1,1,1,0,1,2,1
29857,Eric Johnson,63,Male,8,5.0,8,817,173.75,25,27270,3,0,0,0,5,2,1,3,2
39083,Angela Schneider,35,Female,2,2.0,0,164,302.5,6,5608,0,0,1,0,1,0,0,1,1
47255,Brandon Perez,70,Male,3,2.0,3,521,252.33333333333334,8,8968,1,0,1,1,0,1,1,0,1
34388,David Davis,46,Male,3,0.0,0,407,194.66666666666666,11,9587,1,0,0,2,0,1,0,1,1
24403,Gerald Jones,69,Male,5,3.0,5,741,234.8,22,12077,2,0,0,3,0,0,1,2,2
40527,Samantha Cox,67,Male,2,2.0,0,218,53.5,5,7549,1,0,0,1,0,1,1,0,0
10073,Brendan Henry,29,Male,9,5.0,0,1256,220.11111111111111,33,17469,2,0,0,6,1,2,3,3,1
45006,Michael Jones,38,Male,7,4.0,0,943,199.42857142857142,26,16768,2,0,2,2,1,2,1,3,1
28063,James Smith,38,Female,2,1.0,2,505,226.5,3,5830,0,0,0,1,1,1,0,0,1
15304,John Brandt,43,Female,8,1.0,0,1045,308,26,24533,4,0,1,3,0,2,2,1,3
9863,Teresa Anderson,27,Male,4,1.0,4,761,221,9,13481,1,0,0,1,2,0,1,2,1
27918,Matthew Leon,58,Male,5,3.0,0,1072,191.6,18,7045,1,0,1,3,0,0,3,0,2
17499,Patrick Smith,67,Female,8,4.0,0,1119,284.375,18,18801,2,0,0,4,2,1,4,3,0
26658,Dr. Nicole Travis,34,Male,7,2.0,0,855,327.2857142857143,19,18915,3,0,0,2,2,2,3,0,2
24657,Todd Duffy,21,Female,7,2.0,0,782,352.85714285714283,24,21811,7,0,0,0,0,1,2,2,2
27887,John Maynard,30,Male,4,1.0,4,1117,146.75,9,11700,1,0,0,2,1,0,0,1,3
48813,James Anderson,50,Female,6,1.0,0,1116,307.8333333333333,18,16828,3,0,1,0,2,1,1,1,3
27447,Angela Sandoval,52,Male,5,2.0,0,1161,269.4,11,17219,2,0,0,1,2,0,0,4,1
14126,Tom Love,37,Male,6,2.0,0,930,318.3333333333333,17,11683,2,0,0,2,2,2,2,1,1
47874,Nicole Thompson,25,Female,6,1.0,0,902,261.5,15,16942,2,0,1,2,1,0,2,2,2
17054,Paul Torres,48,Male,5,4.0,0,798,278.6,20,10847,1,0,0,3,1,2,2,0,1
4968,Mark Rodriguez,47,Male,3,1.0,0,870,289,7,5991,1,0,0,1,1,0,1,0,2
48799,Brandon Gibson,67,Male,4,0.0,0,533,203.5,6,13820,1,0,2,0,1,1,1,2,0
9518,Michelle Mullins,56,Male,3,0.0,0,671,287,6,8737,1,0,1,1,0,1,0,2,0
44707,Jeffrey Holland,50,Female,6,1.0,6,1158,155.5,19,14928,3,0,1,0,2,2,0,1,3
27878,Nathan Green,55,Female,6,1.0,0,1225,303.3333333333333,16,11244,2,0,1,3,0,1,3,1,1
23800,Eric Wagner,25,Male,3,0.0,0,566,333.3333333333333,10,7015,1,0,0,2,0,0,0,1,2
43026,Whitney Edwards,38,Female,5,1.0,0,1296,210.6,17,10405,3,0,0,2,0,0,2,1,2
17698,Regina Hendricks,54,Female,4,3.0,0,1258,258.75,8,9074,3,0,0,1,0,0,2,0,2
30405,Nathan Wright,35,Male,2,1.0,0,505,236,8,4687,0,0,1,1,0,0,1,1,0
43632,Louis Singleton,66,Female,8,3.0,0,1228,237.375,24,22576,4,0,0,1,3,3,4,0,1
39892,Stephanie Mcgee,42,Male,6,1.0,0,855,289.8333333333333,16,16293,2,0,1,1,2,0,1,0,5
1991,Pamela Odom,43,Female,4,2.0,0,784,252.75,13,7782,2,0,0,1,1,0,0,2,2
19551,Patricia Terry,43,Female,5,1.0,0,525,241.4,17,8404,1,0,0,2,2,1,1,2,1
14552,Nicholas Perez,58,Female,3,0.0,0,596,238,7,9698,2,0,0,1,0,1,1,0,1
22054,Shawn Abbott II,46,Male,7,3.0,0,891,150.57142857142858,18,21083,3,0,0,3,1,2,1,2,2
21738,Brandy Baldwin,54,Male,6,5.0,0,939,292.5,19,13858,2,0,1,1,2,1,0,2,3
17093,Jose Shaw,45,Female,5,1.0,0,1201,295.8,15,13106,2,0,1,1,1,1,2,1,1
33251,Jeffrey Riley,21,Male,5,4.0,0,1050,252,20,15399,1,0,1,2,1,1,1,3,0
9213,Gina Harrell,49,Female,1,0.0,0,0,166,2,3861,0,0,0,1,0,0,1,0,0
44435,Joshua Deleon,64,Male,6,0.0,0,977,234.16666666666666,20,19240,4,0,0,1,1,0,1,3,2
9404,Angela Gross,42,Male,2,,0,676,39,10,5800,1,0,0,1,0,1,0,1,0
30784,Joseph Goodman,68,Female,3,3.0,0,563,111.33333333333333,10,9520,1,0,0,1,1,2,0,1,0
11153,Erin Miller,28,Female,4,2.0,0,723,311.5,10,9594,0,0,1,3,0,3,0,1,0
918,Emily Gallagher,21,Female,5,3.0,0,1096,254.6,19,18324,1,0,0,1,3,2,0,1,2
23237,Glen Pugh,63,Female,5,4.0,0,905,283,15,8434,3,0,0,1,1,1,1,2,1
38408,Monica Webb,43,Male,6,3.0,0,1147,226.16666666666666,19,15590,1,0,2,2,1,3,1,2,0
5993,Valerie Brennan,64,Male,5,3.0,5,875,222.2,16,17675,1,0,0,1,3,1,2,2,0
4009,Tracy Turner,29,Female,1,0.0,0,0,40,2,4831,1,0,0,0,0,0,0,0,1
14391,Robin Ferguson,39,Female,4,3.0,0,758,180.75,11,6898,2,0,0,0,2,3,0,1,0
31145,Mrs. Angela Washington,22,Female,5,2.0,0,971,167.8,15,10782,3,0,0,1,1,1,1,3,0
39281,Michael Williams,50,Female,2,1.0,0,891,300,5,9497,1,0,0,0,1,1,1,0,0
36978,Sharon Parker,52,Male,6,3.0,0,820,239.16666666666666,23,11738,3,0,1,2,0,1,2,2,1
3614,Courtney Swanson,42,Male,4,2.0,0,939,266.25,16,12351,4,0,0,0,0,1,1,2,0
1490,Colin Maxwell,24,Female,3,1.0,0,290,162.66666666666666,8,9294,2,0,0,0,1,0,0,2,1
18749,Christina George,26,Female,3,2.0,0,619,180.66666666666666,7,8338,0,0,0,1,2,0,1,0,2
18463,Trevor Mitchell,55,Female,3,0.0,0,525,152.66666666666666,7,5514,1,0,0,1,1,2,1,0,0
6403,Jimmy Perez,31,Female,4,0.0,0,937,363.75,12,10014,3,0,0,1,0,2,1,1,0
5790,Andrew Fuller,50,Female,1,0.0,0,0,278,5,3783,1,0,0,0,0,1,0,0,0
24008,Elizabeth Walker,38,Male,2,0.0,0,702,201,9,4169,2,0,0,0,0,0,1,0,1
26093,Mary Rowe,23,Female,3,0.0,0,942,317.6666666666667,11,6056,1,0,0,0,2,0,0,0,3
41532,Kerri Norman,24,Female,2,1.0,0,362,375,6,7468,1,0,0,1,0,0,1,1,0
6201,Donald Shepherd,34,Male,1,,0,0,449,3,4118,0,0,0,0,1,1,0,0,0
46675,Chad Stewart,42,Male,1,1.0,0,0,202,3,868,0,0,0,0,1,0,0,1,0
10937,John Contreras,24,Female,6,3.0,0,895,295.5,20,9849,1,0,0,4,1,0,1,2,3
36099,Joshua Evans,25,Female,4,3.0,0,501,344.5,10,5934,2,0,0,2,0,0,1,2,1
370,John Smith DDS,32,Male,9,2.0,9,897,239.77777777777777,30,25741,5,0,2,1,1,1,2,4,2
11294,Michael Roach,40,Female,4,0.0,0,889,329.5,9,11773,0,0,0,3,1,1,0,2,1
11182,Christopher Jensen,36,Male,5,3.0,0,1207,263.8,9,12931,1,0,1,2,1,0,1,2,2
16371,Dalton Ortiz,50,Female,3,1.0,0,51,209.33333333333334,9,12469,2,0,0,0,1,1,0,1,1
40128,Pamela Whitehead,27,Female,4,2.0,0,544,418.25,15,15319,1,0,0,0,3,0,2,0,2
21691,Jerry Howell,47,Female,5,2.0,5,1063,313,15,12747,1,0,0,3,1,1,2,1,1
26920,Benjamin Mosley,64,Male,5,3.0,0,729,219.4,15,16013,1,0,1,1,2,0,1,4,0
3334,Ronnie Strong,36,Female,3,0.0,0,1233,113.33333333333333,10,9185,1,0,1,1,0,1,0,1,1
40916,Amy Reyes,34,Male,5,1.0,0,1275,352.8,13,17617,2,0,0,2,1,1,0,2,2
21549,Robert Oneal,34,Male,8,3.0,0,1163,229.75,17,14386,1,0,1,4,2,0,3,2,3
28342,Cody Burke,59,Female,3,2.0,0,590,181.33333333333334,4,8496,0,0,0,2,1,0,0,1,2
40017,Kyle Roberts,24,Female,2,2.0,0,76,137.5,3,4829,1,0,0,1,0,0,0,1,1
33417,Melanie Perez,31,Female,8,6.0,0,1129,280.125,23,26547,4,0,0,1,3,1,1,5,1
14538,Sean Pope,63,Female,6,2.0,0,760,305.6666666666667,24,21744,3,0,1,0,2,0,3,1,2
7179,Daniel Smith,39,Female,6,2.0,0,782,231.66666666666666,14,18056,4,0,1,0,1,2,0,1,3
20326,Benjamin Bennett,46,Female,7,3.0,0,1090,284.2857142857143,19,22047,2,0,0,4,1,0,2,3,2
17371,Richard Christian,22,Female,7,2.0,0,1219,271.57142857142856,25,13957,1,0,1,3,2,0,3,3,1
31975,Kimberly Jimenez,32,Female,4,1.0,0,734,255,11,9833,2,0,0,0,2,0,0,2,2
14677,Joseph Clarke,56,Female,4,2.0,4,690,368.75,15,15907,1,0,0,1,2,1,3,0,0
5876,Julie Bender,62,Male,6,2.0,6,1165,234.16666666666666,22,15780,3,0,1,1,1,2,0,1,3
13886,Scott Spencer,60,Male,7,2.0,0,991,202.85714285714286,26,19151,4,0,0,2,1,2,1,0,4
30235,John Steele,57,Male,3,0.0,0,731,151.66666666666666,10,6482,2,0,0,0,1,1,0,2,0
19970,Wendy Duncan,32,Male,3,2.0,0,1202,220.66666666666666,10,7148,1,0,0,2,0,1,1,1,0
36309,Amanda Phillips,21,Male,5,1.0,5,603,258.8,15,10810,1,0,1,2,1,2,0,1,2
44523,Yolanda Norris,27,Female,5,2.0,0,729,221.4,15,11386,1,0,0,3,1,1,0,2,2
30830,Kelsey Sullivan,48,Male,3,0.0,0,816,234.33333333333334,8,9852,1,0,1,1,0,1,0,1,1
28325,Deborah Flores,55,Female,4,,4,389,160.25,7,11431,1,0,0,1,2,1,0,2,1
5642,Vincent Mckenzie MD,48,Female,4,2.0,4,923,274,11,10704,2,0,1,1,0,0,0,2,2
30231,Elaine Duarte,40,Male,6,1.0,0,616,252.83333333333334,21,16465,1,0,3,2,0,1,1,2,2
20315,Tyler Campbell,41,Male,7,5.0,7,996,265.57142857142856,20,21574,2,0,0,2,3,2,1,2,2
5269,Karen Warner,21,Female,8,4.0,8,1312,203.5,17,17854,3,0,0,1,4,3,0,4,1
26273,Gail Thompson,35,Female,12,10.0,0,1135,215.83333333333334,38,37404,6,0,2,3,1,1,4,3,4
30648,Joshua Nelson,49,Male,5,2.0,0,788,226.4,16,17743,1,0,0,3,1,1,0,1,3
43084,Shane Nicholson,28,Male,5,3.0,5,707,235.6,14,14613,1,0,0,3,1,2,0,2,1
45232,Stephen Montoya,33,Male,5,2.0,0,795,258,10,14173,0,0,2,1,2,0,1,1,3
12620,Randall Wallace,18,Male,7,2.0,0,1072,195.57142857142858,24,18606,3,0,1,2,1,2,3,1,1
18686,Dave Hernandez,35,Female,5,4.0,0,992,295.2,14,11805,2,0,0,0,3,0,1,3,1
21352,Robert Christian,25,Male,3,0.0,0,91,218.33333333333334,11,7421,2,0,0,0,1,1,0,1,1
39600,David Fernandez,59,Female,6,4.0,0,1070,275.6666666666667,16,23783,1,0,1,1,3,0,0,3,3
47576,Candice Lee,27,Male,4,1.0,0,1154,195.25,12,6992,1,0,1,2,0,0,0,2,2
29042,Joseph Garza,60,Female,2,1.0,0,630,257,2,8000,1,0,1,0,0,1,0,0,1
37847,Vincent Marshall,26,Male,2,1.0,0,832,381,10,4486,1,0,1,0,0,0,1,0,1
22324,Lisa Lee,63,Male,10,3.0,0,1032,201.3,27,22958,2,0,0,6,2,0,4,3,3
46724,Mary Henry,49,Female,3,1.0,0,1008,162.66666666666666,8,7527,1,0,0,2,0,0,1,1,1
4877,Jamie Jordan,31,Female,5,2.0,0,1092,362.4,20,14635,2,0,1,0,2,0,1,3,1
15493,Shannon Carter,70,Female,7,3.0,0,991,186.28571428571428,16,20504,5,0,0,2,0,1,0,3,3
34412,Craig Patterson,36,Female,5,3.0,0,1030,169.6,13,15367,1,0,2,2,0,1,0,3,1
1151,Samuel Atkins,27,Female,6,4.0,0,659,183.83333333333334,23,10812,1,0,0,1,4,0,4,1,1
7369,Todd Jackson,58,Female,9,4.0,9,1181,188.55555555555554,24,25944,1,0,2,2,4,3,4,0,2
1692,Michael Eaton,39,Male,3,0.0,0,746,275.3333333333333,11,7843,2,0,0,1,0,0,1,1,1
